Small Unit Installation Postcode,Jan 2011 - Installations Quantity,Jan 2011 - SGU Rated Output In kW,Feb 2011 - Installations Quantity,Feb 2011 - SGU Rated Output In kW,Mar 2011 - Installations Quantity,Mar 2011 - SGU Rated Output In kW,Apr 2011 - Installations Quantity,Apr 2011 - SGU Rated Output In kW,May 2011 - Installations Quantity,May 2011 - SGU Rated Output In kW,Jun 2011 - Installations Quantity,Jun 2011 - SGU Rated Output In kW,Jul 2011 - Installations Quantity,Jul 2011 - SGU Rated Output In kW,Aug 2011 - Installations Quantity,Aug 2011 - SGU Rated Output In kW,Sep 2011 - Installations Quantity,Sep 2011 - SGU Rated Output In kW,Oct 2011 - Installations Quantity,Oct 2011 - SGU Rated Output In kW,Nov 2011 - Installations Quantity,Nov 2011 - SGU Rated Output In kW,Dec 2011 - Installations Quantity,Dec 2011 - SGU Rated Output In kW
3000,0,0,0,0,0,0,0,0,1,1.52,2,5.27,0,0,0,0,0,0,0,0,1,1.48,0,0
3002,0,0,0,0,0,0,0,0,1,1.9,1,3,1,3.04,0,0,0,0,1,1.48,0,0,0,0
3003,0,0,0,0,1,1.48,0,0,1,2.09,1,9.54,0,0,0,0,2,8.36,0,0,0,0,0,0
3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.015,0,0,0,0,0,0
3011,4,5.984,2,5.28,7,11.035,15,29.72,19,38.815,28,48.955,7,13.295,7,17.15,16,38.454,5,11.42,5,12.345,4,6.88
3012,12,22.585,12,24.16,16,27.5,15,26.945,23,45.84,30,58.57,17,39.1,6,13.2,15,43.275,4,10.52,3,7.64,5,11.42
3013,10,17.625,6,11.96,12,20.895,13,23.625,16,34.505,26,52.371,5,11.92,7,11.38,14,32.6,1,2.16,2,2.27,4,9.12
3015,5,6.85,8,17.064,5,9.08,9,19.37,9,14.384,20,48.63,7,13.43,5,10.45,12,30.77,0,0,3,5.182,5,9.92
3016,5,7.2,7,15.464,3,4.56,4,8.552,8,13.745,14,37.07,6,11.94,10,22.84,10,24.034,1,3.04,5,8.035,3,4.6
3018,4,7.16,9,20.08,15,25.568,15,28.699,13,24.5,19,36.77,11,25.015,12,31.28,13,27.284,2,3.08,4,6.18,4,8.08
3019,4,9.54,3,5.85,10,16.68,8,14.97,11,21.73,17,37.205,4,7.58,3,9.46,5,10.98,3,5.7,4,8.74,1,1.9
3020,20,35.61,24,45.455,31,60.42,40,76.694,59,118.895,70,146.757,24,55.185,34,73.295,20,49.97,16,27.41,17,33.785,13,29.44
3021,28,48.23,30,53.755,42,81.934,48,86.5,70,129.458,85,158.27,25,47.975,29,63.259,31,73.953,18,39.97,28,51.24,28,58.13
3022,5,10.22,3,5.28,3,7.98,6,9.1,3,6.1,6,13.88,2,4.83,4,8.36,3,4.62,1,1.9,0,0,1,2.22
3023,41,76.589,78,149.485,89,167.387,63,111.245,108,208.638,155,323.146,54,116.335,66,135.5,62,166.235,28,72.38,43,96.09,37,82.45
3024,12,20.98,26,53.443,29,54.929,19,36.745,35,71.25,49,96.824,20,44.485,20,45.465,29,73.46,10,24.23,15,31.135,16,40.475
3025,6,12.84,10,20.24,10,15.145,3,5.78,9,16.32,9,19.38,7,13.805,3,8.02,8,18.54,1,1.52,3,6.46,7,14.7
3026,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,18
3027,2,3.044,4,6.585,5,9.475,9,15.45,11,19.7,27,50.339,2,4.94,10,20.38,9,21.63,1,3.04,5,10.595,6,10.64
3028,25,48.53,23,40.415,37,64.15,30,57.733,28,55.75,54,118.948,27,64.245,35,69.155,20,53.214,12,25.76,20,39.34,16,27.6
3029,53,99.244,94,175.36,139,265.36,104,188.64,134,276.853,240,484.124,88,181.87,80,185.471,106,244.205,41,109.675,58,120.725,48,105.17
3030,84,154.953,81,149.544,115,218.916,104,200.427,142,294.489,189,382.025,89,179.493,77,182.92,113,300.567,41,112.825,47,96.91,43,99.25
3031,3,4.56,3,6.49,2,3.044,7,11.04,10,28.415,16,33.45,5,9.87,3,4.92,4,8.08,2,3.02,2,2.62,1,2.28
3032,17,32.14,18,34.61,18,36.245,11,20.365,39,74.71,31,78.045,7,17.625,9,23.74,19,50.37,2,4.56,10,19.59,6,9.465
3033,6,9.7,8,14.14,10,19.214,9,18.575,15,31.98,21,42.34,4,8.555,7,13.66,5,14.03,6,12.9,4,10.65,3,4.9
3034,6,15.78,4,6.445,7,12.87,10,19.83,8,13.43,14,32.915,5,10.68,2,3.42,10,26.11,3,5.32,2,4.02,4,11.06
3036,2,6.18,4,9.08,2,3.04,2,7.3,1,1.9,9,21.83,4,12.444,6,19.655,3,8.73,2,4.94,2,2.255,0,0
3037,32,74.41,50,100.4,57,107.89,55,107.864,72,162.698,97,199.355,36,77.465,48,115.439,60,177.209,13,27.69,30,63.15,29,64.34
3038,19,33,12,25.89,43,88.038,24,57.293,44,94.953,56,131.53,25,53.227,17,45.28,23,69.905,10,22.91,13,36.105,10,24.56
3039,2,2.96,7,13.62,9,26.05,14,28.66,16,30.34,9,19.45,3,8.27,9,22.78,5,11.23,1,2.66,3,8.18,1,4.18
3040,13,24.73,5,11.49,16,33.41,14,27.66,15,37.485,20,47.29,7,15.078,9,31.154,14,36.2,3,5.33,9,16.3,7,14.43
3041,7,10.9,7,12.759,6,11.33,7,17.75,9,23.19,18,47.07,2,5.04,3,6.64,5,11,3,11.015,4,14.2,1,4.94
3042,9,15.88,10,22.29,15,32.27,12,23.665,15,27.92,16,37.27,8,15.525,7,15.27,8,19.415,5,8.74,3,4.94,3,4.19
3043,9,15.66,10,17.664,11,18.89,11,19.82,17,33.25,37,79.015,11,24.11,14,31.86,9,25.62,10,23.76,4,9.5,10,26.46
3044,0,0,4,11.46,10,24.6,11,31.595,21,42.734,31,62.857,9,17.26,13,26.54,20,44.225,3,13.68,3,4.9,5,13.54
3045,0,0,0,0,0,0,0,0,0,0,1,2.88,0,0,0,0,0,0,0,0,0,0,0,0
3046,14,29.685,10,16.74,29,45.569,24,44.98,25,46.69,47,100.505,18,36.725,9,18.49,12,31.79,6,11.47,2,3.04,15,31.63
3047,5,9,7,12,5,8.29,11,27.13,17,28.665,21,42.5,9,17.32,7,13.665,5,8.75,1,1.54,7,12.41,9,17.17
3048,8,16.285,11,18.904,16,32.67,14,26.82,22,42.39,33,67.385,8,14.55,16,32.04,12,27.32,4,9.5,6,12.38,8,17.62
3049,8,17.665,7,13.38,9,19.251,7,15.37,10,21.33,12,23.99,10,23.78,11,24.28,9,18.975,1,3.008,2,4.48,3,7
3051,1,1.51,1,0.96,2,3.555,0,0,2,4.12,5,8.3,3,5.128,2,4.27,0,0,0,0,0,0,1,1.56
3052,0,0,0,0,1,3.29,0,0,1,1.9,4,7.075,1,3.055,1,3.12,1,2.28,0,0,0,0,0,0
3053,0,0,0,0,1,1.52,0,0,1,1.9,4,8.92,3,4.89,1,1.645,0,0,0,0,0,0,0,0
3054,2,2.76,2,3.87,3,5.36,0,0,6,9.92,4,9.68,4,8.55,1,3.33,3,6.995,2,3.56,0,0,1,2.07
3055,2,3.07,4,6.835,12,19.459,5,10.96,1,2.09,21,46.695,5,12.775,7,17.44,8,22.442,2,4.76,3,4.48,2,3.04
3056,7,10.62,8,12.55,3,4.56,4,34.08,24,41.074,35,71.455,7,13.63,6,12.855,17,41.845,2,5.12,3,4.37,1,1.48
3057,1,2.22,0,0,1,3.04,4,5.32,5,8.24,11,23.69,5,14.09,3,6.96,4,7.54,2,5.51,0,0,2,7.3
3058,9,15.61,18,36.46,16,25.769,19,37.218,39,83.373,72,145.749,15,30.988,19,50.218,26,75.825,1,1.52,10,13.686,9,17.43
3059,7,19.834,10,24.68,14,31.644,10,28.42,16,38,24,62.382,3,8.68,9,24.77,14,38.665,3,7.975,6,13.29,12,33.79
3060,4,7.015,2,3.405,7,13.17,6,12.04,7,12.52,18,37.23,4,6.5,7,14.605,6,22.4,2,4.56,1,1.52,3,8.525
3061,1,1.52,0,0,3,5.1,1,1.48,3,6.14,3,5.32,0,0,5,10.555,7,19.215,2,5.78,1,2.66,0,0
3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,0,0,1,4.7,2,7.73,1,3.04,1,3.8,1,5,0,0,1,4.18,1,4.94,0,0,0,0,0,0
3064,46,84.533,33,66.024,61,111.525,55,108.548,67,139.475,102,228.353,48,108.66,58,126.54,66,162.794,13,25.65,50,96.04,50,116.83
3065,3,4.67,7,12.384,2,5.26,0,0,0,0,4,6.84,1,2.22,2,3.69,3,6.42,1,1.665,3,4.75,0,0
3066,1,3.42,1,1.48,2,3.04,2,4.58,4,6.75,4,7.51,0,0,1,2.35,2,3.42,1,4.56,1,0.875,0,0
3067,0,0,2,3.044,0,0,2,3.04,1,1.52,1,2.04,1,1.88,1,3.42,2,4.56,1,3.04,2,3.8,0,0
3068,3,5.114,7,11.454,9,16.404,6,13.46,12,23.55,17,41.11,3,4.56,7,17.622,14,40.275,3,16.06,5,9.79,0,0
3070,11,21.605,13,21.325,21,44.71,19,42.654,30,65,48,132.576,9,20.24,5,9.044,22,48.75,4,7.005,12,24.64,5,9.535
3071,8,22.71,11,19.634,11,19.26,8,12.585,23,40.385,23,45.175,4,7.51,7,15.31,10,26.915,1,1.9,6,12.79,4,6.44
3072,14,23.63,14,25.29,22,43.484,22,39.38,24,44.17,61,125.525,9,18.54,12,31.085,23,63.555,3,6.56,5,15.68,9,40.055
3073,16,28.4,15,26.625,27,50.24,28,51.685,51,99.3,63,133.33,12,26.98,11,24.63,41,101.994,2,4.56,10,18.86,7,13.9
3074,10,18.64,5,10.39,13,26.93,16,24.42,19,33.89,21,41.97,13,26.445,7,15.135,12,25.39,3,4.56,10,22.86,6,9.64
3075,7,15.14,6,11.404,7,11.31,14,21.93,14,22.314,25,55.21,18,37.01,11,23.9,5,16.14,7,13.26,4,10.22,3,6.04
3076,10,19.894,7,13.834,16,29.29,20,37.929,38,87.845,52,120.053,12,25.42,18,43.91,20,45.205,11,25.404,17,29.52,16,29.23
3078,7,13.845,5,9.025,6,11.89,4,7.86,17,36.304,19,41.695,3,6.84,6,19.335,8,23.408,3,6.08,4,8.3,1,1.11
3079,5,11.22,10,26.13,8,14.33,9,23.26,19,42.915,23,58.41,8,23.085,7,18.524,9,30.703,1,1.54,2,1.82,1,2.28
3081,8,13.98,4,7.18,9,19.42,9,16.79,13,19.32,14,26.414,3,4.82,5,11.005,8,21.675,1,3.04,1,1.52,1,1.52
3082,15,26.575,8,16.7,18,36.07,21,41.72,43,94.52,49,110.926,11,21.91,16,37.145,25,65.82,7,15.45,13,30.396,6,17.02
3083,18,29.9,20,36.33,29,50.825,27,54.245,43,80.489,51,116.635,12,31.09,19,57.435,17,49.188,10,24.16,9,18.024,19,48.51
3084,13,22.99,14,28.225,22,46.723,13,29.378,26,49.205,50,107.832,12,23.75,10,32.18,15,35.29,5,11.034,3,4.79,5,17.5
3085,5,8.75,10,19.98,14,28.7,12,21.83,10,21.522,23,53.425,7,14.378,5,10.86,11,29.175,0,0,4,9.51,2,3.04
3087,4,6.404,6,11.74,10,18.62,10,25.77,7,12.834,10,18.97,6,11.472,11,26,5,12.12,0,0,3,5.1,2,6.5
3088,28,50.454,14,22.32,18,36.785,14,28.35,23,55.565,34,75.15,14,30.966,13,29.805,13,37.707,3,2.893,10,21.725,5,15.77
3089,7,17.4,10,20.985,19,43.43,6,13.51,13,28.709,33,84.108,3,6.21,6,13.77,9,22.77,3,6.41,1,2.28,3,7.26
3090,3,9.46,0,0,1,3,0,0,1,1.52,10,26.745,2,9.98,1,3.04,5,17.4,1,7.79,0,0,0,0
3091,1,1.52,0,0,2,5.14,0,0,2,8.32,2,5.51,0,0,3,10.125,7,27.35,0,0,1,3.04,0,0
3093,4,7.78,2,3.5,1,1.52,1,1.505,3,10.02,8,19.48,0,0,2,5.32,5,11.51,0,0,0,0,1,1.52
3094,2,4.1,6,14.1,6,9.16,5,9.955,4,8.3,7,14.24,6,11.39,3,6.9,8,21.58,2,3.04,2,8.36,3,11.04
3095,10,24.395,10,23.25,17,32.05,12,32.03,31,74.224,45,112.601,11,27.505,14,42.14,31,100.4,4,12.72,6,9.95,6,13.52
3096,0,0,1,2.82,3,7.58,1,1.54,3,10.7,4,9.125,0,0,2,7,2,6.99,1,1.5,2,4.18,1,1.56
3097,0,0,1,4.44,3,8.24,1,1.5,1,1.54,8,25.18,1,1.1,0,0,1,2.09,1,4.23,3,5.01,1,5.25
3099,6,15.99,8,17.42,3,5.06,1,4.7,10,23.39,10,28.84,1,4.56,6,18.1,7,23.59,2,7.21,3,4.09,2,6.46
3101,4,6.61,13,23.974,18,31.995,9,21.32,13,29.485,23,62.761,8,24.37,9,27.98,8,20.43,5,12.76,1,0.72,2,3.04
3102,1,1.52,4,6.954,11,18.125,3,4.56,2,3.06,9,25.736,2,5.13,4,7.62,9,25.074,0,0,1,1.52,1,4.18
3103,6,9.99,4,6.92,13,23.26,11,19.27,17,30.014,15,38.62,4,9.885,4,11.554,8,25.66,2,4.58,2,6.06,1,1.11
3104,11,24.52,10,15.275,8,16.68,16,32.749,18,43.185,25,46.65,6,11.34,9,28.71,13,34.865,0,0,3,8.71,2,3.5
3105,4,6.42,6,10.03,15,25.86,11,22.235,14,27.89,27,64.675,8,17.03,6,16.54,2,5.335,1,1.14,2,7.725,1,4.94
3106,8,17.705,10,26.4,20,38.56,11,22.815,22,45.673,31,82.505,9,24.86,3,8.4,9,31.31,3,11.04,4,7.43,2,6.86
3107,2,4.56,8,14.67,11,17.079,8,13.47,13,25.48,21,42.86,4,9.08,7,14.9,11,28.823,2,3.06,7,15.28,4,7.74
3108,9,19.24,9,16.63,17,34.089,19,35.99,30,64.18,34,72.29,11,27.64,9,20.2,7,23.16,2,4.56,3,4.32,4,11.2
3109,8,13.63,17,29.82,26,50.39,28,50.234,30,59.99,29,71.169,11,20.56,9,26.38,17,48.985,2,4.56,7,11.5,7,14.875
3111,6,13.005,8,13.88,7,20.635,13,29.04,6,14.12,13,28.57,9,19.14,5,16.78,11,36.175,2,4.62,3,8.46,2,7.27
3113,5,12.355,2,5.13,4,11.39,7,21.63,11,30.514,20,52.612,12,26.5,5,14.38,10,31.325,3,2.83,6,15.075,7,19.396
3114,2,7.77,1,4.73,2,3.08,2,3.43,3,12.864,15,49.21,1,1.71,4,13.15,0,0,0,0,1,1.52,1,3.08
3115,4,9.04,1,1.5,5,12.16,1,2.96,6,15.69,4,7.765,4,10.18,0,0,4,14.27,0,0,2,4.44,0,0
3116,8,12.518,6,12.53,8,23.49,12,25.96,10,24.04,16,38.265,7,12.06,5,12.92,8,27.66,2,7.6,4,9.245,5,14.72
3121,1,1.52,2,3.024,4,8.36,8,12.48,6,14.32,26,53.94,3,6.42,9,30.445,11,29.43,3,5.907,5,16.46,0,0
3122,2,4.81,2,3.56,7,11.89,3,5.98,6,12.34,8,18.748,2,9.12,3,7.33,7,20.605,3,6.34,0,0,0,0
3123,1,1.62,3,4.434,4,7.62,4,11.75,4,9.03,7,16.79,1,1.9,2,8.09,4,12.71,1,1.14,2,2.2,1,1.52
3124,6,12.08,2,2.92,5,9.23,14,24.939,19,40.295,22,51.731,4,8.36,6,12.845,15,39.014,2,5.13,5,8.56,5,14.38
3125,9,14.43,2,3.62,9,19.387,8,12.244,36,61.108,19,43.896,5,8.95,8,19.31,7,14.71,1,3.04,3,11.06,1,1.5
3126,5,9.72,3,4.51,5,17.59,5,10.32,6,12.58,6,12.505,4,11.89,4,14.5,3,6.01,1,1.52,1,2.5,2,6.68
3127,8,17.42,8,14.799,13,27.114,11,21.35,10,17.739,19,48.2,6,13.34,8,18.06,12,36.625,1,2.5,8,23.645,2,4.18
3128,10,24.36,11,20.475,12,21.35,22,40.579,19,39.41,22,47.738,7,17.45,2,6.84,4,13.1,1,3.8,3,3.61,2,4.52
3129,7,12.25,10,16.16,8,17.608,8,14.404,19,38.265,23,49.71,9,23.76,8,15.35,12,29.084,2,3.42,3,4.005,6,14.32
3130,9,14.13,20,39.265,28,51.655,24,48.224,29,51.39,53,107.305,13,27.209,10,22.564,20,56.822,2,3.8,14,21.48,7,14.45
3131,11,19.66,9,17.31,18,30.949,22,38.114,31,60.65,44,98.098,8,14.32,7,21.495,12,31.87,4,9.04,7,11.975,3,4.56
3132,7,12.08,11,20.77,16,32.739,14,25.625,17,40.815,17,38.53,2,3.54,4,7.52,10,25.93,5,11.06,4,6.42,2,9.03
3133,14,30.25,22,43.694,19,30.2,22,44.24,39,86.209,32,75.9,10,22.76,9,25.11,17,34.904,4,8.07,6,7.445,4,10.68
3134,18,34.454,15,26.924,26,50.78,23,40.542,31,68.108,50,113.959,14,36.355,17,46.389,20,57.824,6,10.7,12,16.23,4,7.275
3135,9,15.07,13,27.53,23,41.73,20,41.614,30,58.101,35,72.93,12,38.26,8,20.76,17,39.537,2,4.98,8,18.5,7,11.57
3136,30,54.73,22,40.31,39,78.33,38,72.803,52,112.219,75,166.235,29,67.175,22,47.93,31,71.735,9,29.45,13,22.18,15,29.795
3137,9,16.87,16,31.1,11,22.85,11,26.74,19,39.972,29,67.854,8,24.93,8,16.02,12,32.67,5,10.14,7,12.66,8,22.77
3138,16,36.48,18,29.5,20,37.465,24,51.415,35,65.285,28,68.62,12,32.14,13,38.23,28,75.509,5,12.01,10,26.765,5,12.3
3139,6,13.86,13,24.09,6,14.24,5,7.58,13,28.695,34,90.87,12,29.01,7,27.38,16,52.485,3,8.09,7,11.83,8,17.9
3140,9,18.29,12,21.75,17,31.634,16,29.185,26,63.55,23,48.99,10,30.11,18,44.07,17,52.575,8,25.625,7,18.17,5,10.82
3141,1,1.48,2,3.8,2,4.02,0,0,3,7.56,6,13.04,3,6.88,1,2.08,1,3.12,1,2.115,1,0.35,1,3.08
3142,2,4.1,2,3.19,1,1.52,1,1.54,2,17.1,3,6.81,1,1.56,1,3.18,2,5.08,1,5,0,0,0,0
3143,1,2.28,1,1.5,1,1.54,5,12.47,4,6.98,6,16.145,0,0,0,0,4,10.608,1,1.54,2,11.88,0,0
3144,4,11.39,4,9.04,6,51.12,3,7.224,5,9.92,9,24.545,3,6.51,0,0,6,20.96,0,0,0,0,0,0
3145,3,7.44,7,13.804,9,16.83,13,29.675,16,29.79,21,47.279,9,16.36,6,15.71,14,45.805,1,2.28,1,1.52,4,9.48
3146,8,20.025,14,26.29,17,31.39,7,17.925,13,32.155,40,112.889,9,20.285,14,34.76,20,63.712,1,1.52,2,3.61,2,6.655
3147,6,11.14,6,16.394,15,31.93,8,18.905,22,51.65,21,45.445,4,9.32,7,14.125,13,37.155,4,7.58,3,6.68,2,8.55
3148,5,7.5,4,6.56,9,22.15,8,12.66,8,17.73,14,27.18,5,13.16,4,7.86,0,0,2,3.08,3,3.96,2,6.46
3149,13,34.575,23,40.238,19,37.614,31,57.685,37,82.03,69,171.468,9,19.14,12,28.86,28,71.92,9,18.68,11,21.04,9,17.83
3150,37,69.414,66,123.61,80,150.778,65,115.682,118,232.305,128,277.55,30,76.195,34,80.05,73,178.591,15,29.73,20,38.485,23,52.32
3151,8,13.12,9,16.71,13,20.92,12,21.1,10,16.69,20,40.34,3,6.004,3,6.4,10,22.68,3,4.94,2,1.37,3,5.8
3152,22,38.545,34,66.615,29,59.06,47,88.407,46,90.814,76,151.624,19,40.035,12,49.72,31,95.967,8,16.25,10,17.24,6,11.36
3153,11,18.888,12,23.98,36,69.484,30,53.728,33,74.34,26,53.096,12,26.13,9,15.945,20,45.53,5,10.26,5,9.08,7,13.46
3154,3,6.34,1,1.52,2,3.06,4,8.26,2,7.22,3,5.74,4,9.18,3,6.84,7,20.84,0,0,2,2.47,0,0
3155,15,29.315,17,28.82,25,46.845,20,35.964,36,71.114,41,85.389,10,18.05,19,39.285,23,52.82,6,10.39,10,14.04,12,30
3156,26,56.315,30,54.6,48,104.345,47,100.855,77,149.475,80,175.735,33,75.76,28,70.78,44,118.062,14,27.596,19,38.54,23,56.59
3158,6,8.985,6,11.02,4,6.2,0,0,5,11.18,3,10.07,3,6.97,1,1.52,4,10.96,1,1.52,2,6.52,1,1.56
3159,1,1.52,3,4.905,6,15.42,0,0,4,9.41,3,6.34,0,0,0,0,2,7.22,0,0,1,3.055,1,3.12
3160,5,8.12,5,8.72,5,10.89,5,9.88,9,25.39,10,26.36,3,8.645,5,11.66,5,16.085,0,0,1,0.38,1,1.56
3161,4,9.2,4,7.715,1,1.56,2,3.08,5,10.48,8,19.08,2,4.955,1,1.52,7,23.165,1,2.28,1,1.485,0,0
3162,6,10.25,4,10.86,6,8.24,7,14.48,8,15.18,18,39.58,3,8.93,4,11.46,10,22.44,2,3.42,3,6.46,3,5.56
3163,9,15.52,11,19.44,22,46.34,13,19.364,16,31.57,23,42.715,9,26.675,10,20.42,15,37.89,4,7.72,2,3.49,3,7.29
3164,0,0,1,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,12,20.64,16,34.415,17,30.94,12,24.78,20,37.938,35,76.319,7,16.64,6,18.34,18,43.48,3,7.96,12,22.74,3,9.52
3166,9,17.519,14,22.595,12,22.88,14,26.595,28,52.717,41,89.177,10,26.77,6,20.57,18,59.722,5,8.7,6,14.71,5,12.59
3167,5,9.56,6,12.27,13,19.74,8,16.76,3,6.11,16,28.94,5,14.815,8,21.205,6,12.16,2,4.15,2,4.56,5,13.92
3168,6,12.19,2,4.3,6,9.9,9,17.23,19,34.65,22,44.985,1,3.15,4,6.82,5,18.515,3,7.98,8,15.1,5,30.79
3169,6,14.104,12,22.025,12,23.3,19,32.665,12,18.93,35,73.361,7,17.968,7,16.926,12,29.355,4,6.84,12,24.035,10,25.1
3170,9,15.84,17,37.64,16,31.16,22,45.675,30,58.48,39,78.939,10,19.855,14,32.808,15,30.3,6,15.09,8,18.92,6,14.86
3171,4,6.8,6,14.72,25,45.609,20,39.76,33,65.51,40,77.5,7,15.44,10,24.036,19,42.47,11,20.19,7,18.26,5,11.12
3172,16,28.5,23,45.5,25,52.614,10,20.31,19,38.261,43,87.974,9,20.73,16,37.4,10,20.88,2,3.04,15,35.41,9,19.65
3173,17,31.692,21,43.48,39,80.135,36,63.85,39,76.9,69,135.51,18,37.82,12,26.505,23,55.26,8,13.68,18,33.81,16,42.28
3174,16,25.56,19,38.24,20,33.31,25,39.583,31,54.838,45,83.53,15,26.18,15,31.98,26,57.85,13,26.64,15,35.56,7,12.84
3175,17,29.795,34,59.18,56,94.305,28,49.288,50,100.83,57,103.92,19,40.55,15,32.72,36,85.266,8,15.62,18,32.05,14,35.19
3177,9,15.86,5,7.56,10,19.5,5,6.79,9,15.849,10,17.68,3,6.79,4,12.675,4,6.1,1,3.04,5,10.97,4,8.82
3178,17,36.145,38,71.12,28,55.825,38,67.395,64,156.789,91,204.464,30,64.267,30,91.025,39,119.218,8,25.349,13,24.99,9,22.88
3179,3,4.64,3,9.475,3,5.76,5,8.155,9,15.65,15,32.13,9,18.685,7,13.844,6,12.67,2,3.42,0,0,6,12.64
3180,3,7.9,8,11.78,6,9.95,9,15.69,27,51.52,44,80.693,8,19.84,6,12.515,12,31.75,0,0,0,0,1,6.5
3181,1,2,4,6.02,4,10.26,2,3.87,3,5.17,5,9.01,1,2.09,2,9.94,2,5.04,0,0,2,3.34,0,0
3182,1,2,2,2.93,2,3.04,4,8.965,3,4.77,3,7.47,1,4.095,0,0,2,3.87,3,4.4,0,0,1,1.52
3183,5,10.25,3,4.52,1,2.82,6,12.96,3,7.34,4,9.9,2,5.11,2,4.52,3,5.625,1,1.52,0,0,2,4.535
3184,0,0,1,2.09,6,13,3,7.895,5,20.05,7,14.39,2,3.645,3,5.44,10,21.318,0,0,0,0,1,2.5
3185,4,9.84,5,9.38,4,10.09,4,8.22,3,4.6,14,41.48,1,1.54,3,4.54,3,5.928,1,2.28,3,3.76,2,4.16
3186,3,6.57,6,10.15,6,9.685,12,30.24,14,38.77,26,63.164,7,21.93,8,23.49,15,73.57,0,0,3,2.98,3,21.54
3187,4,9.28,9,17.63,7,16.99,4,7.08,11,22.25,23,62.665,2,6,11,24.985,8,20.675,1,1.52,3,7.5,1,1.65
3188,9,17.72,11,26.315,12,21.65,4,10.09,13,28.764,21,52.35,4,11.01,13,33.7,12,28.366,1,2.88,4,10.75,7,13.08
3189,3,5.144,5,9.02,1,3.04,2,5.07,4,6.93,7,14.42,3,7.52,2,3.025,2,5.32,0,0,1,3.36,0,0
3190,2,2.07,3,7.31,4,6.63,6,20.414,7,12.155,10,25.616,2,3.87,3,7.45,3,3.99,1,1.52,3,4.12,1,4.94
3191,3,6.205,6,10.12,5,11.49,3,5.6,8,18.334,7,27.53,2,3.19,2,7.28,8,30.195,2,6.54,3,4.445,2,5.78
3192,7,13.974,10,21.33,8,12.16,18,43.18,20,42.06,18,39.745,9,25.305,5,12.655,17,46.75,5,11.02,3,3.89,9,20.595
3193,5,12.79,6,16.83,15,34.69,5,8.67,11,22.605,18,42.31,1,1.65,7,21.355,16,44.628,2,7.84,3,3.82,2,3.48
3194,4,6.045,2,3.38,8,15.47,5,9.88,10,23.44,18,40.615,6,14.82,3,9.5,5,12.65,2,3.42,1,1.52,2,3.04
3195,21,35.699,11,21.56,32,62.3,42,83.504,47,110.036,50,116.7,20,46.57,15,37.295,16,46.825,6,11.62,16,29.88,7,17.87
3196,7,16.39,13,28.855,22,38.06,15,24.755,26,53.87,41,76.214,16,35.662,11,26.88,16,40.675,3,4.37,3,4.98,4,6.08
3197,4,6.04,5,11.26,6,10.53,12,23.66,17,37.275,19,40.06,6,11.366,8,22.88,6,15.73,1,1.48,5,9.07,5,8.94
3198,8,16.615,12,24.41,13,22.47,12,22.85,20,39.925,25,48.12,12,22.8,8,16.18,13,35.4,3,8.52,15,25.78,9,15.22
3199,32,63.61,30,63.49,39,69.19,47,91.235,55,115.609,65,153.409,29,62.135,19,48.578,43,113.64,8,16.13,11,15.2,13,25.66
3200,5,8.89,8,12.58,4,6.14,3,5.98,7,14.3,5,10.09,6,19.62,1,1.52,5,10.155,1,1.5,3,5.29,3,8.05
3201,18,29.51,12,20.99,18,31.3,29,60.9,24,50.418,26,52.179,14,27.645,9,19.559,21,53.28,8,23.51,6,12.115,8,14.41
3202,1,1.52,1,1.52,3,5.51,2,3.97,1,1.61,5,12.04,0,0,4,9.495,8,26.7,1,1.65,1,1.14,2,3.08
3204,7,10.24,14,29.914,25,46.525,14,28.06,31,68.58,34,82.737,15,45.005,24,65.885,8,20.245,1,4,4,8.3,4,8.02
3205,1,1.52,1,2.22,1,2.88,3,4.55,1,1.54,2,6.42,1,1.52,3,5.28,3,4.6,0,0,1,1.14,0,0
3206,4,6.59,2,2.98,1,2.09,2,3.14,1,4.68,2,7.41,0,0,2,4.215,4,8.29,1,5.09,1,1.44,0,0
3207,1,1.72,6,11.97,1,1.52,3,6.125,2,3.52,10,19.965,2,3.04,2,4.56,3,10.11,1,2.035,1,1.26,1,1.52
3211,0,0,1,1.5,2,3.61,1,3.04,1,5,4,11.45,1,3.04,6,17.93,3,12.17,1,0.76,0,0,1,1.9
3212,15,32.849,18,45.204,24,44.43,15,32.805,26,59.44,32,85.06,21,66.95,20,59.49,30,81.858,7,13.52,7,15.956,11,22.575
3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,11,22.55,18,33.94,34,59.62,18,32.345,37,73.56,43,106.96,29,60.605,22,43.76,22,52.205,18,31.94,14,26.32,14,35.545
