Small Unit Installation Postcode,Jan 2014 - Installations Quantity,Jan 2014 - SGU Rated Output In kW,Feb 2014 - Installations Quantity,Feb 2014 - SGU Rated Output In kW,Mar 2014 - Installations Quantity,Mar 2014 - SGU Rated Output In kW,Apr 2014 - Installations Quantity,Apr 2014 - SGU Rated Output In kW,May 2014 - Installations Quantity,May 2014 - SGU Rated Output In kW
5223,15,94.5,0,0,2,6.75,2,13,1,3
5231,0,0,2,11.5,0,0,0,0,0,0
5232,1,6.5,0,0,1,4,0,0,0,0
5233,1,10,2,30.78,1,1.6,0,0,0,0
5234,2,11,2,27.5,1,4,0,0,0,0
5235,3,29.75,1,5,3,45,3,11.5,1,2
5236,0,0,0,0,0,0,1,8,0,0
5237,1,2.8,0,0,0,0,0,0,0,0
5238,17,97.45,2,7.115,6,23.75,4,11.555,0,0
5240,6,50.07,0,0,0,0,0,0,0,0
5241,3,12,0,0,2,35,0,0,0,0
5242,3,24.16,0,0,1,5.5,0,0,1,1.2
5243,1,5,0,0,0,0,0,0,0,0
5244,13,166.895,2,6.2,5,17.6,3,14.07,0,0
5245,3,38.29,0,0,2,12,1,3,0,0
5250,7,49.52,0,0,2,23.75,1,3,1,3
5251,24,206.46,7,39.32,8,49,4,15,1,5
5252,10,50.24,1,4,5,20.615,3,8.62,0,0
5253,27,197.25,10,50.64,13,54.42,5,15.75,0,0
5254,10,44,3,11.5,0,0,0,0,0,0
5255,20,123.114,7,34.966,7,37.5,3,67.255,0,0
5256,5,16.115,1,3,1,2,1,4.92,0,0
5259,5,30,1,5,0,0,0,0,0,0
5260,3,39,1,6,0,0,1,7,0,0
5261,1,5,0,0,0,0,0,0,0,0
5262,1,9.75,0,0,0,0,0,0,0,0
5263,2,17.22,0,0,0,0,0,0,0,0
5264,4,16.35,0,0,3,46.32,3,11.535,0,0
5265,0,0,0,0,0,0,0,0,0,0
5266,1,3,0,0,0,0,0,0,0,0
5267,6,44.42,4,18,0,0,0,0,0,0
5268,12,84.2,2,12,4,18.45,2,12.2,0,0
5269,0,0,0,0,1,5.1,0,0,0,0
5270,3,19.15,0,0,0,0,0,0,1,6.12
5271,16,109.955,3,15.75,7,30.5,2,10,0,0
5272,2,8,0,0,0,0,0,0,0,0
5273,0,0,0,0,0,0,0,0,0,0
5275,11,56.69,2,7,3,18.84,0,0,0,0
5276,5,28,1,2.5,3,10.6,0,0,0,0
5277,6,32.66,0,0,2,7.5,4,8.5,1,4.08
5278,2,10.61,0,0,1,3,0,0,0,0
5279,2,9.5,0,0,1,5,1,6,0,0
5280,32,180.89,1,6,9,38.25,6,33,0,0
5290,42,224.39,10,58.165,7,30.5,2,8,0,0
5291,25,145.835,7,42.98,5,21,3,19.5,0,0
5301,0,0,0,0,1,5,0,0,0,0
5302,1,5,0,0,1,6.5,0,0,0,0
5303,0,0,0,0,0,0,0,0,0,0
5304,0,0,0,0,2,6,1,2.09,0,0
5306,0,0,0,0,1,5,0,0,0,0
5307,0,0,2,15.5,0,0,0,0,0,0
5308,0,0,0,0,1,5,0,0,0,0
5309,0,0,0,0,0,0,0,0,0,0
5310,0,0,0,0,0,0,0,0,0,0
5311,2,8,0,0,0,0,0,0,0,0
5312,0,0,0,0,0,0,0,0,0,0
5320,8,32.35,0,0,1,5,0,0,0,0
5321,2,10,0,0,0,0,0,0,0,0
5322,4,24.04,0,0,0,0,0,0,0,0
5330,11,75.38,0,0,1,4,1,2,0,0
5331,2,9.5,1,3,0,0,0,0,0,0
5332,0,0,0,0,0,0,0,0,0,0
5333,15,115.97,5,18.69,4,14.75,2,5,0,0
5340,3,40,4,15.14,2,8,1,3.5,0,0
5341,15,103.63,9,25.38,7,24.18,3,4.57,1,5
5342,7,37.37,0,0,1,4.59,2,5.5,0,0
5343,13,81.245,2,25,0,0,0,0,0,0
5344,2,5.4,1,4,0,0,1,1.56,0,0
5345,8,34.25,1,5,0,0,0,0,0,0
5346,0,0,0,0,1,5,0,0,0,0
5350,0,0,1,3,0,0,0,0,0,0
5351,7,56.075,1,5,9,41.98,2,13,0,0
5352,11,135.18,5,16.5,3,30,2,11.64,0,0
5353,12,80.255,2,9.16,0,0,1,25,0,0
5354,1,5,0,0,2,5,0,0,0,0
5355,8,71.33,7,228,2,12.5,0,0,0,0
5356,0,0,1,5,0,0,0,0,0,0
5357,0,0,0,0,0,0,0,0,0,0
5360,1,4,1,3.25,2,66.5,1,3,0,0
5371,1,1.68,1,5,0,0,1,5,0,0
5372,2,13,1,5,2,10.25,1,4.59,0,0
5373,4,26.36,1,1.75,3,8,3,10,0,0
5374,2,10,0,0,0,0,0,0,0,0
5381,0,0,0,0,0,0,0,0,0,0
5400,0,0,0,0,1,7,2,9.25,0,0
5401,0,0,2,9,1,4,0,0,0,0
5410,2,10,0,0,1,5,0,0,0,0
5411,2,9.5,0,0,0,0,0,0,0,0
5412,2,9,3,19,1,0.38,1,4,0,0
5413,1,5,0,0,0,0,0,0,0,0
5414,0,0,0,0,0,0,0,0,0,0
5415,1,4.68,0,0,0,0,0,0,0,0
5416,1,10.37,0,0,2,15.5,0,0,0,0
5417,5,27.16,3,13.5,1,4.5,0,0,0,0
5418,0,0,0,0,0,0,0,0,0,0
5419,5,24.97,0,0,0,0,0,0,0,0
5420,0,0,0,0,0,0,0,0,0,0
5421,1,10,0,0,0,0,0,0,0,0
5422,2,7.94,3,17.19,1,5.145,0,0,0,0
5431,7,41,0,0,0,0,0,0,0,0
5432,0,0,0,0,0,0,0,0,0,0
5433,3,15,2,5.42,1,5.1,2,10,0,0
5434,1,5,0,0,3,12.755,1,2,0,0
5440,1,5,0,0,0,0,0,0,0,0
5451,1,4.08,0,0,1,10,0,0,1,3.92
5452,0,0,0,0,0,0,0,0,0,0
5453,11,54.4,5,46.7,3,12.205,1,3.12,0,0
5454,0,0,1,5.2,0,0,0,0,0,0
5455,0,0,0,0,0,0,0,0,0,0
5460,3,22,0,0,2,4.1,1,3.06,1,2
5461,3,9,3,10.5,2,13.72,1,5,0,0
5462,2,9.94,0,0,0,0,0,0,0,0
5464,0,0,1,5,0,0,1,2,0,0
5470,0,0,0,0,0,0,0,0,0,0
5471,0,0,0,0,1,5,0,0,0,0
5472,0,0,1,5,0,0,0,0,0,0
5473,5,22,0,0,0,0,0,0,0,0
5480,2,10.03,0,0,1,5,1,4.2,0,0
5481,0,0,0,0,1,5,2,23,0,0
5482,2,7.94,2,6.295,1,5,0,0,0,0
5483,1,8,0,0,0,0,0,0,0,0
5485,0,0,0,0,0,0,0,0,0,0
5490,1,5,0,0,1,5.1,0,0,0,0
5491,11,53,0,0,0,0,0,0,0,0
5493,1,2,0,0,2,9.5,0,0,0,0
5495,3,12.94,0,0,1,6,1,4,0,0
5501,12,101.99,13,59.7,8,41.94,7,31.5,1,3
5502,4,13.7,2,18,0,0,0,0,0,0
5510,0,0,0,0,0,0,0,0,0,0
5520,1,5,2,11,1,4,0,0,0,0
5521,0,0,1,8,0,0,0,0,0,0
5522,8,54.7,1,10,2,8,1,4.5,1,3
5523,6,24.58,1,7.5,0,0,0,0,0,0
5540,26,116.675,21,100.49,10,48.6,6,32.5,1,3
5550,0,0,2,12,0,0,1,1.75,0,0
5552,4,20.232,1,5,0,0,0,0,0,0
5554,13,85.609,3,20,4,21.012,2,10,1,6.24
5555,0,0,1,3,0,0,0,0,0,0
5556,11,42.38,6,19.55,3,10.13,3,14.58,2,10.25
5558,20,111.512,1,5,3,10.78,0,0,0,0
5560,3,19.75,1,2,0,0,0,0,0,0
5570,0,0,1,5,0,0,1,3.25,0,0
5571,9,61.86,1,3.5,1,5.2,0,0,0,0
5572,2,17,2,5,0,0,0,0,0,0
5573,13,82.4,6,31.68,0,0,1,3,0,0
5575,11,40.28,2,3.9,0,0,4,20.94,0,0
5576,2,9.12,1,2,0,0,0,0,0,0
5577,2,7.5,0,0,1,5,0,0,0,0
5580,0,0,1,5,0,0,0,0,0,0
5581,3,12.68,0,0,0,0,0,0,0,0
5582,4,22,1,5,0,0,0,0,0,0
5583,6,24.8,0,0,0,0,0,0,0,0
5600,23,101.715,8,33.725,8,44.38,0,0,0,0
5601,1,8,1,3,2,4.42,0,0,0,0
5602,5,25,2,10,1,5,1,2,0,0
5603,0,0,0,0,0,0,2,25,0,0
5604,1,5,0,0,0,0,0,0,0,0
5605,2,10.1,1,5,3,11.56,3,7.5,0,0
5606,49,283.485,15,72,8,125,4,21,0,0
5607,24,138.2,4,18.5,6,31,1,1.5,0,0
5608,10,50.64,14,53.5,7,33.4,6,21.035,1,4.5
5609,2,14.9,1,11.5,1,5.5,1,5,0,0
5630,1,5,1,2,0,0,0,0,0,0
5631,5,45,0,0,0,0,0,0,0,0
5632,0,0,0,0,0,0,0,0,0,0
5633,1,3.5,0,0,0,0,1,5,0,0
5640,11,61.5,0,0,3,17,0,0,0,0
5641,1,5,0,0,1,5.145,4,28,0,0
5642,3,14.6,0,0,0,0,0,0,0,0
5650,2,10,0,0,0,0,1,5,0,0
5651,0,0,0,0,0,0,0,0,0,0
5652,2,9.5,1,2.925,0,0,1,1.5,0,0
5653,0,0,0,0,0,0,0,0,0,0
5654,2,11.2,0,0,0,0,1,3,0,0
5655,0,0,0,0,0,0,0,0,0,0
5660,0,0,0,0,0,0,0,0,0,0
5661,3,23.25,0,0,0,0,2,10,0,0
5670,2,10,1,27.5,4,15,0,0,0,0
5671,2,24.5,0,0,4,28,0,0,0,0
5680,12,59,1,5,9,27.205,7,29,1,5
5690,12,65.05,0,0,2,8,4,15,0,0
5700,18,175.72,10,47.5,11,57,6,56.5,1,5
5701,0,0,0,0,0,0,0,0,0,0
5710,8,45.54,2,6.75,1,4,0,0,0,0
5720,0,0,0,0,0,0,0,0,0,0
5722,0,0,0,0,0,0,0,0,0,0
5723,0,0,0,0,0,0,0,0,0,0
5724,0,0,0,0,0,0,0,0,0,0
5725,1,5,2,8,0,0,0,0,0,0
5730,0,0,0,0,1,11.5,0,0,0,0
5731,0,0,0,0,0,0,0,0,0,0
5732,0,0,0,0,0,0,0,0,0,0
5733,0,0,0,0,0,0,0,0,0,0
5875,0,0,0,0,0,0,0,0,0,0
6000,1,36.975,2,5.2,3,40.51,3,8.35,1,6
6001,0,0,0,0,0,0,0,0,0,0
6003,1,2.5,2,8.405,0,0,0,0,0,0
6004,2,10.23,2,7.06,1,37.95,2,5.87,0,0
6005,0,0,0,0,0,0,0,0,0,0
6006,0,0,3,10.1,1,3,6,17.5,1,5
6007,1,1.6,1,2.5,3,10.76,1,2.08,0,0
6008,1,3.1,5,103.2,3,11.17,2,6.58,1,3.1
6009,5,23.18,3,15.13,4,18.1,3,10.42,2,11.12
6010,4,17.12,13,58.833,3,12,9,54.28,3,8.56
6011,0,0,2,10.64,0,0,1,3,0,0
6012,5,18.6,3,10.78,2,7.4,3,12.816,0,0
6013,0,0,0,0,0,0,0,0,0,0
6014,8,37.1,11,38.25,4,12.04,4,18.6,3,10.14
6015,0,0,3,12.14,3,10.25,0,0,0,0
6016,4,11.34,5,21.04,4,13.31,3,8.27,2,8
6017,5,72.532,0,0,2,4.25,1,40,0,0
6018,17,70.35,20,68.98,15,54.485,10,34.21,4,21.18
6019,2,5,8,29.22,6,19.07,5,17.5,1,2
6020,6,20.25,14,52.91,13,52.15,10,33.55,4,23.3
6021,7,28.8,10,38.5,9,37.979,5,25.2,4,15.2
6022,0,0,8,16.905,5,17,2,5.5,1,2.5
6023,7,29.9,14,48.84,6,15.3,12,47.4,3,14.45
6024,5,14.5,14,48.26,7,25.25,12,36.615,3,6.3
6025,23,66.096,21,85.63,31,108.88,24,94.874,7,19.75
6026,20,63.68,22,78.27,23,71.855,18,68.7,9,30.8
6027,33,116.5,34,119.77,26,90.53,32,104.1,8,27.6
6028,23,84.15,26,110.71,15,52.865,15,54.285,6,20
6029,2,10,1,6,2,11,0,0,2,6.1
6030,31,96.13,41,156.85,30,98.945,29,85.88,8,24.1
6031,18,66.55,19,49.165,23,66.755,14,50.66,11,38.2
6032,1,5,0,0,0,0,0,0,0,0
6033,0,0,1,3,0,0,0,0,0,0
6034,2,5.25,2,4,1,2.75,1,1.962,0,0
6035,10,26.53,21,67.03,18,46.945,8,20.716,2,4.5
6036,16,38.14,14,51.78,4,19.44,8,22.75,4,13
6037,5,18.5,2,8.5,5,12.785,5,18.105,2,8.5
6038,8,23.665,5,15.715,4,12.1,6,23.79,1,5
6041,3,5,0,0,1,4,4,12,0,0
6042,0,0,0,0,1,1.5,0,0,0,0
6043,0,0,0,0,0,0,1,2,0,0
6044,1,2,1,1.225,4,13,0,0,1,4
6050,2,6.6,3,14.862,2,7.775,6,29.7,1,3
6051,2,4.87,2,2.03,4,9.77,2,6.024,1,3
6052,8,34.2,4,8.41,3,11.5,5,20.5,1,6
6053,4,13.3,7,20.6,9,38.49,6,21.924,1,1
6054,8,58.3,12,76.54,9,24.12,5,17,3,4
6055,13,40.29,22,91.954,18,60.215,18,63.65,7,25.7
6056,37,113.071,25,74.88,31,95.22,29,113.42,12,124.11
6057,10,27.945,9,31.205,13,49.842,9,25.818,12,40.94
6058,11,28.77,19,55.48,12,50.25,9,25.67,5,18.75
6059,8,35.49,14,54.766,12,48.555,17,52.602,9,33.47
6060,4,7.95,3,8.5,3,6.75,5,18,1,2.6
6061,18,41.17,14,36.19,8,23.58,11,27.5,3,12.6
6062,15,71.99,19,59.58,19,63.8,12,33.6,6,23.62
6063,8,20.32,11,34.705,6,14.85,7,31.75,5,14
6064,14,37.35,17,77.67,17,46.54,19,56.94,16,53.79
6065,63,249.32,69,224.57,65,249.58,75,304.3,19,110.7
6066,14,42.93,15,44.32,10,32.27,12,39.49,19,65.5
6068,1,5.5,0,0,0,0,0,0,0,0
6069,41,158.38,42,126.276,43,149.63,55,183.72,19,72.36
6070,3,12.18,3,9,2,8.97,2,12,0,0
6071,1,3,2,6.75,2,8.55,0,0,4,10.94
6072,0,0,1,5,2,8.886,0,0,0,0
6073,1,1.8,3,11.15,1,2,2,7.75,0,0
6074,0,0,1,3,0,0,1,2.5,0,0
6076,12,42.196,13,54.524,7,17.77,13,59.63,6,23.08
6077,2,7.5,1,3,2,6.5,0,0,0,0
6078,1,5,1,5,0,0,2,15,0,0
6081,2,12.1,3,12.25,5,17.1,3,12.03,1,5.7
6082,5,17.34,4,12.1,2,6,1,5,0,0
6083,1,1.56,6,34.7,6,23.9,2,8.2,1,3
6084,7,22.92,11,34.96,9,32.95,8,33.4,2,7.1
6090,4,101.16,2,40,3,115,0,0,1,25
6100,2,7.3,5,12.25,3,7.6,6,22.6,0,0
6101,3,14.21,8,18.53,8,33.7,4,7.5,3,9.792
6102,3,6.62,3,4.6,9,30.5,5,9,3,9.25
6103,4,14.2,3,11.5,3,10.366,3,9.6,1,5
6104,8,17.51,11,30.65,13,68.564,8,30.75,3,5.616
6105,4,9.94,8,22.935,11,58.25,6,18.6,0,0
6106,2,57.24,1,10.8,0,0,0,0,0,0
6107,29,106.23,22,72.73,27,118.69,18,56.81,4,10.66
6108,16,44.23,28,88.265,23,63.05,17,57.31,7,21.35
6109,12,31.81,15,92.65,12,93.95,8,21.96,1,3.5
6110,33,99.24,49,151.386,37,127.535,41,138.372,6,13.72
6111,13,37.08,21,76.3,33,113.322,21,79.6,4,13.8
6112,61,232.73,47,139.592,49,187.46,44,148.05,23,75.33
6121,4,13.5,1,5.1,3,17,5,16.65,0,0
6122,21,72.32,20,68.855,18,76.58,10,59.15,7,29
6123,1,4,0,0,1,5,1,3.27,0,0
6124,1,2,1,5,2,11,0,0,1,1.2
6125,3,18.5,6,23.57,4,16.85,3,17.5,0,0
6126,0,0,0,0,0,0,1,1.2,1,2.45
6147,4,11.1,11,38.96,8,25.84,11,33.45,0,0
6148,6,23.52,11,36.76,10,32.25,13,41.43,5,22.15
6149,11,38.4,16,58.992,14,62.24,9,34.45,4,20.7
6150,9,25.543,2,10.1,2,10.7,6,21.6,0,0
6151,4,19.23,11,43.9,5,19.2,4,12.66,1,5.7
6152,10,26.6,19,60.12,18,70.42,10,39.6,2,9.1
6153,4,18.017,5,13.075,9,31.875,4,10.1,2,9.3
6154,3,10.5,7,23.5,4,17.29,2,5.1,1,5
6155,56,198.58,44,157.75,41,304.48,33,121.27,15,115.1
6156,4,17.28,12,41.94,7,19.5,8,22.875,2,9.25
6157,4,6.28,8,29.06,6,14.3,8,25.5,1,5.6
6158,3,6.73,2,5.67,4,12.6,3,10.37,2,5.2
6159,1,5.7,3,8,3,8.45,2,3.85,1,1.2
6160,7,27.9,0,0,2,5.32,1,5,2,10.4
6161,0,0,0,0,0,0,0,0,0,0
6162,4,12.42,9,28.14,4,7.75,7,22,2,5.5
6163,41,124.209,33,85.145,30,221.702,25,91.072,11,39.5
6164,45,139.74,45,149.635,49,167.17,48,184.8,15,56.292
6165,0,0,0,0,0,0,0,0,0,0
6166,8,23.481,8,20.895,6,23.1,3,14,1,5.1
6167,12,27.635,38,103.885,21,59.25,24,77.42,8,28.1
6168,18,96.33,18,51.4,19,58.81,18,60.25,4,9.75
6169,41,110.225,48,129.99,36,123.56,32,109.445,7,27.732
6170,10,32.52,15,36.305,13,37.46,8,25.25,3,6.89
6171,42,131.277,57,182.954,45,156.85,40,132.515,20,52.15
6172,14,35.57,17,63.8,9,29,11,41.09,1,2.5
6173,18,57.2,14,45.7,10,47.4,11,45.5,2,4.6
6174,1,1.5,4,10.6,2,2.3,2,5,0,0
6175,3,9.5,0,0,4,7.36,5,20,1,1.2
6176,3,7.34,1,5,0,0,0,0,0,0
6180,4,13.04,3,11.93,7,19.09,6,16.5,3,7.4
6181,3,9.732,0,0,2,7.5,0,0,0,0
6207,0,0,1,1.56,2,9.69,3,7.98,3,10.7
6208,13,42.572,9,27.21,8,29.75,9,27.01,2,6.06
6209,3,12.56,1,3,4,13.3,2,6,1,5
6210,66,208.98,79,273.065,55,158.635,63,212.67,18,56.69
6211,6,20.72,8,22.13,4,13,4,15.95,3,8.85
6213,0,0,1,1.17,1,5,0,0,1,2
6214,4,9.75,1,5,1,3.06,0,0,0,0
6215,5,20,8,25.07,4,13,2,12.08,0,0
6218,0,0,0,0,1,4.75,0,0,0,0
6220,2,6.578,3,16.5,4,15.06,3,9.2,0,0
6221,0,0,0,0,0,0,0,0,0,0
6223,0,0,0,0,0,0,0,0,0,0
6224,1,3,1,3,0,0,0,0,0,0
6225,5,11.24,14,48.33,12,32.02,3,15,0,0
6226,0,0,2,7.45,2,6,1,2.5,0,0
6227,2,6,2,7.5,0,0,0,0,0,0
6228,0,0,0,0,0,0,0,0,0,0
6229,0,0,0,0,0,0,0,0,0,0
6230,14,73.085,23,73.438,20,88.595,5,9.81,4,18
6231,0,0,0,0,0,0,0,0,0,0
6232,4,7.65,7,18.5,5,23.04,5,15.5,0,0
6233,9,55.25,14,44.484,11,31.95,10,39.11,0,0
6236,0,0,0,0,0,0,0,0,0,0
6237,0,0,2,8,2,8.7,0,0,0,0
6239,1,2,3,10.1,4,11.07,2,3.5,0,0
6240,0,0,2,4,0,0,0,0,0,0
6243,0,0,1,3,0,0,0,0,0,0
6244,0,0,3,12,1,2,1,2.5,0,0
6251,0,0,1,1.56,0,0,0,0,0,0
6252,0,0,0,0,0,0,0,0,0,0
6253,1,3,1,4,1,3,0,0,1,2
6254,0,0,2,4.47,1,2.5,0,0,0,0
6255,2,6.27,6,13.375,6,16.54,2,3,0,0
6256,1,2.25,0,0,0,0,0,0,0,0
6258,2,11.4,11,81.61,1,9.88,2,4.65,0,0
6260,1,3,2,11.88,1,3,1,19.76,0,0
6262,5,21.5,0,0,0,0,0,0,0,0
6271,4,15.24,1,3,4,15.8,1,2.25,0,0
6275,1,1.17,4,13.45,4,9.5,1,0.2,0,0
6280,17,91.7,17,48.636,11,61.935,5,30.5,1,6
6281,2,9.75,5,14.69,2,3.5,3,11.4,1,1
6282,0,0,2,6.25,1,3.924,0,0,0,0
6284,2,5,0,0,1,3,0,0,0,0
6285,7,26,5,24.46,2,7,3,9.03,0,0
6286,0,0,1,2,1,5,0,0,0,0
6288,1,5.25,0,0,0,0,0,0,0,0
6290,0,0,0,0,0,0,0,0,0,0
6302,2,9.12,5,16.56,2,7.36,3,11.12,0,0
6304,3,7.63,0,0,2,5.28,0,0,1,2
6306,0,0,2,10.04,0,0,0,0,0,0
6308,2,22,0,0,4,26.4,3,5.75,1,3
6309,0,0,0,0,0,0,1,0.5,0,0
6311,2,8.5,0,0,2,12.9,0,0,0,0
6312,0,0,2,8,1,3.5,4,10,1,2.5
6313,0,0,0,0,0,0,0,0,0,0
6315,1,3,1,5,1,6,5,10.5,0,0
6316,0,0,0,0,0,0,0,0,0,0
6317,0,0,3,9,2,8,0,0,0,0
6318,0,0,0,0,0,0,0,0,0,0
6320,0,0,0,0,0,0,0,0,0,0
6321,0,0,0,0,1,2,0,0,0,0
6322,0,0,0,0,1,5.72,0,0,0,0
6323,1,2.55,1,3,0,0,0,0,0,0
6324,3,8.12,4,56.6,4,61.65,1,2,0,0
6326,1,3,1,2.142,0,0,0,0,0,0
6327,0,0,0,0,0,0,0,0,0,0
6328,0,0,0,0,0,0,1,5.1,0,0
6330,13,35.97,17,49.075,7,21.77,16,45.842,1,2.62
6331,0,0,0,0,0,0,0,0,0,0
6332,0,0,0,0,0,0,0,0,0,0
6333,4,17.732,3,33.34,4,18.13,2,6.424,1,2
6335,0,0,0,0,0,0,0,0,0,0
6336,1,3.12,0,0,0,0,0,0,0,0
6337,0,0,0,0,0,0,2,2.96,0,0
6338,0,0,0,0,0,0,0,0,0,0
6341,0,0,0,0,0,0,0,0,0,0
6343,0,0,0,0,0,0,0,0,0,0
6346,0,0,0,0,0,0,0,0,0,0
6348,1,0.8,0,0,0,0,0,0,0,0
6350,0,0,0,0,0,0,0,0,0,0
6351,0,0,0,0,0,0,0,0,0,0
6352,0,0,0,0,0,0,0,0,0,0
6353,0,0,0,0,0,0,0,0,0,0
6355,0,0,0,0,0,0,0,0,0,0
6356,0,0,0,0,0,0,0,0,0,0
6357,0,0,0,0,0,0,0,0,0,0
6358,0,0,0,0,0,0,0,0,0,0
6359,0,0,0,0,0,0,0,0,0,0
6361,0,0,0,0,0,0,0,0,0,0
6363,0,0,0,0,0,0,0,0,0,0
6365,0,0,0,0,0,0,0,0,0,0
6367,0,0,0,0,0,0,0,0,0,0
6368,0,0,0,0,0,0,0,0,0,0
6369,0,0,0,0,1,5.7,0,0,0,0
6370,0,0,1,5,0,0,0,0,0,0
6372,0,0,0,0,1,5,0,0,0,0
6373,0,0,0,0,0,0,0,0,0,0
6375,0,0,0,0,0,0,0,0,0,0
6383,1,3,0,0,0,0,6,14.13,0,0
6384,0,0,0,0,0,0,0,0,0,0
6385,0,0,0,0,0,0,0,0,0,0
6386,0,0,0,0,0,0,0,0,0,0
6390,0,0,2,4.5,1,5,0,0,1,5
6391,0,0,1,3.5,2,9.38,1,30,0,0
6392,0,0,1,5,0,0,1,2,1,3
6393,0,0,0,0,0,0,0,0,0,0
6394,0,0,0,0,0,0,0,0,0,0
6395,0,0,1,5.2,2,17.43,1,3.924,0,0
6396,0,0,0,0,0,0,0,0,0,0
6397,0,0,0,0,0,0,0,0,0,0
6398,1,2.16,0,0,0,0,0,0,0,0
6401,6,11.4,4,14.49,3,8,3,11.12,5,13.03
6403,0,0,0,0,0,0,0,0,0,0
6405,0,0,0,0,0,0,0,0,0,0
6407,3,35,1,6,0,0,2,11,0,0
6409,0,0,0,0,0,0,0,0,0,0
6410,0,0,0,0,5,15.7,2,6.943,1,4
6411,0,0,0,0,0,0,0,0,0,0
6413,0,0,0,0,0,0,0,0,0,0
6414,0,0,0,0,0,0,0,0,0,0
6415,9,45.2,1,2.5,4,17.86,1,5,3,8.5
6418,1,1.5,1,5,0,0,0,0,0,0
6419,0,0,0,0,0,0,0,0,0,0
6420,0,0,0,0,0,0,0,0,0,0
6421,0,0,0,0,0,0,0,0,0,0
6423,1,3.2,0,0,0,0,0,0,0,0
6425,0,0,0,0,0,0,0,0,0,0
6426,0,0,0,0,0,0,0,0,0,0
6428,0,0,0,0,0,0,0,0,0,0
6429,1,2.94,0,0,0,0,0,0,0,0
6430,1,1.9,10,39.8,2,7.5,4,19.25,0,0
6432,0,0,1,3,0,0,0,0,0,0
6433,0,0,0,0,0,0,0,0,0,0
6434,0,0,0,0,0,0,0,0,0,0
6436,0,0,0,0,0,0,0,0,0,0
6437,0,0,0,0,0,0,0,0,0,0
6438,0,0,0,0,0,0,0,0,0,0
6440,0,0,0,0,1,6.76,0,0,0,0
6442,0,0,0,0,1,5,0,0,0,0
6443,0,0,0,0,0,0,0,0,0,0
6445,0,0,0,0,1,5.88,0,0,0,0
6446,0,0,0,0,0,0,0,0,0,0
6447,0,0,0,0,0,0,0,0,0,0
6448,0,0,0,0,0,0,0,0,0,0
6450,8,33.8,5,24.29,4,21.46,2,10,0,0
6460,2,6,1,1.5,0,0,0,0,0,0
6461,0,0,1,2,0,0,0,0,0,0
6465,0,0,0,0,0,0,0,0,0,0
6466,0,0,0,0,0,0,0,0,0,0
6467,0,0,0,0,0,0,0,0,0,0
6468,0,0,0,0,0,0,0,0,0,0
6472,0,0,0,0,0,0,0,0,0,0
6473,0,0,0,0,0,0,0,0,0,0
6475,0,0,0,0,0,0,0,0,0,0
6476,0,0,0,0,0,0,0,0,0,0
6477,0,0,0,0,0,0,0,0,0,0
6479,0,0,0,0,0,0,0,0,0,0
6480,0,0,0,0,0,0,0,0,0,0
6485,0,0,0,0,0,0,0,0,0,0
6487,0,0,0,0,0,0,0,0,0,0
6488,0,0,0,0,0,0,0,0,0,0
6489,0,0,0,0,0,0,0,0,0,0
6490,0,0,0,0,0,0,0,0,0,0
6501,0,0,5,23.56,0,0,2,10,0,0
6502,2,32.5,0,0,3,9.325,3,13.9,1,5.1
6503,2,7.2,2,7,1,30,3,14.5,0,0
6504,0,0,0,0,0,0,0,0,0,0
6505,0,0,0,0,0,0,0,0,0,0
6506,0,0,0,0,0,0,0,0,0,0
6507,0,0,0,0,0,0,1,5,0,0
6509,0,0,0,0,1,30,0,0,0,0
6510,0,0,0,0,1,10,0,0,0,0
6511,1,2,0,0,1,1.75,0,0,0,0
6512,0,0,0,0,0,0,0,0,0,0
6513,0,0,0,0,0,0,0,0,0,0
6514,0,0,2,3.75,1,3.12,1,2.5,0,0
6515,0,0,0,0,0,0,0,0,0,0
6516,3,12.07,3,12,1,6,1,4.16,1,3
6517,0,0,0,0,0,0,0,0,0,0
6518,0,0,0,0,1,3,1,5,0,0
6519,0,0,0,0,0,0,0,0,0,0
6521,0,0,1,4,0,0,0,0,0,0
6522,0,0,1,6,0,0,0,0,0,0
6525,2,4.56,3,10.19,4,15.75,3,7,0,0
6528,0,0,0,0,0,0,0,0,0,0
6530,9,26.34,18,121.23,22,74.26,5,45.96,6,17.5
6531,0,0,0,0,0,0,0,0,0,0
6532,0,0,5,37.75,11,44,1,3.5,1,4
6535,1,20,1,30.5,0,0,1,0.6,0,0
6536,0,0,2,6.46,1,5,0,0,0,0
6537,0,0,0,0,0,0,0,0,0,0
6556,3,9.732,0,0,1,3,1,5,0,0
6558,2,7.23,0,0,1,2,0,0,0,0
6560,0,0,0,0,1,0.5,1,2,0,0
6562,3,7.75,0,0,3,16.5,2,6.5,0,0
6564,0,0,1,5,0,0,0,0,1,5
6566,2,6,2,8,6,113.22,1,2.4,0,0
6567,1,2.5,1,1.56,1,1.53,1,3.5,0,0
6568,0,0,0,0,1,1.75,1,5.5,0,0
6569,0,0,1,0.975,2,4.5,0,0,0,0
6571,0,0,0,0,0,0,0,0,0,0
6572,0,0,0,0,0,0,0,0,0,0
6574,0,0,0,0,0,0,0,0,0,0
6575,0,0,0,0,0,0,0,0,0,0
6603,1,6,0,0,0,0,1,3.12,0,0
