Small Unit Installation Postcode,Jan 2013 - Installations Quantity,Jan 2013 - SGU Rated Output In kW,Feb 2013 - Installations Quantity,Feb 2013 - SGU Rated Output In kW,Mar 2013 - Installations Quantity,Mar 2013 - SGU Rated Output In kW,Apr 2013 - Installations Quantity,Apr 2013 - SGU Rated Output In kW,May 2013 - Installations Quantity,May 2013 - SGU Rated Output In kW,Jun 2013 - Installations Quantity,Jun 2013 - SGU Rated Output In kW,Jul 2013 - Installations Quantity,Jul 2013 - SGU Rated Output In kW,Aug 2013 - Installations Quantity,Aug 2013 - SGU Rated Output In kW,Sep 2013 - Installations Quantity,Sep 2013 - SGU Rated Output In kW,Oct 2013 - Installations Quantity,Oct 2013 - SGU Rated Output In kW,Nov 2013 - Installations Quantity,Nov 2013 - SGU Rated Output In kW,Dec 2013 - Installations Quantity,Dec 2013 - SGU Rated Output In kW
1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,1,3.6,0,0,0,0,0,0,0,0,1,13.23,0,0,0,0
2007,1,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,1,2.52,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,2,4.44,1,2.5,0,0,11,16.47,2,42.48,3,3.75,1,1.5,1,3,1,1.5,1,1.5,2,23.82
2011,0,0,2,4.14,0,0,0,0,0,0,0,0,1,3.6,0,0,0,0,0,0,0,0,0,0
2015,1,1.5,3,15.04,0,0,0,0,0,0,1,36,2,4.5,1,10,1,4.5,1,3,0,0,3,20.82
2016,1,2,0,0,0,0,0,0,1,4,0,0,0,0,1,4.95,0,0,1,2,0,0,0,0
2017,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2,0,0,1,2.64,0,0,0,0,1,34.5
2019,3,33.61,0,0,0,0,1,3,2,7.22,1,3.2,1,20.21,0,0,3,31.785,0,0,1,4.75,4,37.5
2020,2,6.4,2,5.25,2,9.04,1,5,0,0,2,7.76,2,13,0,0,3,9,1,1.5,1,41.58,2,6
2021,0,0,1,3.12,1,1.5,0,0,1,2.5,0,0,1,2.15,1,4.4,0,0,1,3,2,3.645,0,0
2022,0,0,0,0,0,0,4,8.52,0,0,1,4,0,0,1,2.5,0,0,0,0,2,6.71,0,0
2023,0,0,2,7.8,4,15.405,0,0,0,0,0,0,3,20.08,1,5,0,0,0,0,0,0,1,3.29
2024,1,7.25,0,0,2,7,1,3,1,5,0,0,1,5,0,0,0,0,0,0,2,10.85,1,4.5
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.75,0,0
2026,1,1.635,1,2.5,1,7.5,0,0,1,2.04,1,1.1,0,0,3,10,0,0,3,10.5,2,5.56,1,5
2027,2,5.07,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,2.04,0,0
2028,0,0,2,3.505,0,0,1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,1,3.04,0,0,0,0,0,0,0,0,0,0,1,4.08,0,0,2,7.578,0,0,0,0,2,7.5
2030,2,8,3,9,0,0,0,0,1,3.5,1,2.64,4,17.099,1,2.289,3,11.26,2,13.46,2,8.25,2,8
2031,1,1.5,0,0,2,7.58,0,0,3,11.68,1,3,3,14.36,2,7,1,3,6,20.5,0,0,1,4
2032,0,0,0,0,1,2.99,0,0,1,3,2,8,2,7.74,1,2,0,0,5,17.5,0,0,0,0
2033,2,3.5,0,0,0,0,0,0,0,0,1,3,2,9,0,0,1,3,0,0,0,0,0,0
2034,2,5,6,34.31,1,5,0,0,0,0,1,6,2,13.12,0,0,0,0,2,5.645,6,18.255,1,3
2035,4,15.12,1,6,6,21,3,7.56,6,13.29,3,63.925,0,0,3,9.25,2,5.5,1,5.5,3,9,3,11
2036,3,10.2,4,11.49,5,24.88,3,6.5,4,15.56,5,14.23,4,18.12,5,19.78,1,1.645,2,6,3,12.68,1,10
2037,0,0,0,0,2,7.88,1,1.5,1,4.905,1,16.94,0,0,0,0,1,1.96,1,1.5,2,6.5,1,4.5
2038,1,3,0,0,0,0,1,5,1,5,0,0,0,0,0,0,1,3,1,2.5,0,0,2,4
2039,1,1.56,0,0,2,5.27,0,0,2,22,0,0,1,1.5,1,3.5,0,0,1,3.12,2,3.95,0,0
2040,2,5.5,7,20.145,6,16.04,3,11,2,5.92,2,4.49,3,6.5,2,3.962,2,6,0,0,2,4.5,3,12
2041,0,0,4,9.5,2,5.5,0,0,1,5,4,5.855,1,4.94,0,0,2,4.34,6,19.43,2,5.97,3,7.96
2042,0,0,4,7.385,7,46.5,3,25.64,1,2,0,0,0,0,2,2.4,0,0,2,5,2,3.75,4,10.04
2043,1,2,0,0,0,0,0,0,0,0,1,2.24,0,0,0,0,0,0,1,1.5,1,3,0,0
2044,6,14.6,3,7.5,3,10,2,3.5,2,5,1,3.27,1,3,0,0,4,9.72,0,0,7,57.5,2,7.27
2045,0,0,0,0,1,4.3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.17
2046,5,18.09,2,6.4,0,0,1,5,3,8.78,1,2.45,1,3,1,1.645,4,15.63,3,10.23,1,12,0,0
2047,1,4.25,1,1.5,0,0,0,0,0,0,1,3.924,4,24.01,1,1.95,0,0,2,4.62,1,3,4,14.5
2048,0,0,0,0,0,0,1,2.64,1,3,2,9.5,0,0,0,0,0,0,1,2,3,11.3,0,0
2049,0,0,0,0,1,3,1,1.5,1,3,0,0,3,8.04,2,3.85,4,11.12,1,3,2,5.68,1,3.6
2050,1,1.64,0,0,1,25,0,0,1,3,1,2.09,0,0,0,0,1,2,0,0,1,4,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,1,1.6,0,0,2,6.25,1,10,0,0,1,30.24,0,0,0,0,0,0,0,0,0,0,1,2.5
2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,1,15.6,3,12,0,0,1,2.4,2,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,0,0,1,3,1,3,0,0,1,1.5,0,0,1,7.5,0,0,4,13.51,2,6.3,1,4.8,0,0
2064,0,0,1,2.5,0,0,0,0,0,0,0,0,1,5,1,2.5,0,0,0,0,1,2.35,1,4
2065,2,13.35,0,0,3,11.06,1,3.12,2,6,1,4.5,0,0,3,9.64,4,13,2,4.645,2,6.83,0,0
2066,2,6.78,7,24.02,3,7.52,3,10.14,2,6.92,2,10,4,26.905,5,14.5,3,8.6,5,111.23,2,5.355,2,7.905
2067,3,8.66,2,4.5,2,13.08,3,13.2,2,3.78,1,27.75,1,1.5,2,13.27,0,0,3,22.138,0,0,1,12.455
2068,4,16.23,1,4.8,0,0,2,4.5,1,5,2,5,4,15.49,3,8,2,12.75,0,0,2,19.93,1,4.5
2069,2,6,3,10.99,1,5,2,14.25,4,18.5,2,11.87,2,2.5,2,7.366,0,0,1,1.5,3,9.15,3,13.75
2070,0,0,2,6.22,1,3,0,0,1,3.12,1,10,1,2,3,11.424,1,3.5,3,9.924,1,3.18,2,4.825
2071,2,7,0,0,1,2,2,7,0,0,2,24.08,4,14,0,0,1,8.25,2,7.75,4,14.535,1,2.81
2072,0,0,1,4,1,2,0,0,1,2,0,0,0,0,0,0,3,6.85,0,0,2,5.5,0,0
2073,2,6.5,4,14.76,2,6.52,1,1.5,3,8.14,1,3,1,4.08,2,37.185,4,16.713,2,7.75,1,3.5,1,4
2074,3,6.97,2,7,2,5.64,1,4,2,6,2,6.25,2,6,4,12,5,25.43,7,40.607,5,21,2,8.1
2075,2,9,2,13.92,1,5,1,3.2,2,6.04,3,19.1,3,11.38,0,0,4,11,2,6.564,2,9.77,2,12.5
2076,0,0,3,8.6,6,19.77,2,12,6,29.86,3,18.1,6,15.26,1,3,7,27.31,5,18.78,4,23.77,4,15.93
2077,4,10.14,2,3.18,3,7.52,3,6.5,8,27.84,5,30.42,4,9.4,4,10.35,5,30.67,4,16.5,5,91.75,4,16.66
2079,1,3.51,5,14.28,0,0,1,2.64,2,8.25,2,5.25,1,4.5,0,0,3,16.46,2,6,3,9.6,1,5
2080,0,0,0,0,0,0,0,0,1,10.08,0,0,2,10.08,2,38,1,4.5,1,3,1,3.12,1,2.5
2081,2,5.2,0,0,1,5,1,3,4,12.5,0,0,0,0,1,4.23,1,3,3,12.5,0,0,0,0
2082,1,3.04,3,8.49,1,2.88,0,0,0,0,0,0,1,2.5,2,8.405,0,0,0,0,1,3.29,1,3
2083,1,3.5,2,8.2,0,0,2,3.11,0,0,0,0,2,5.5,0,0,0,0,1,1.5,2,6.25,0,0
2084,1,5.98,2,2.28,1,1.38,1,3.5,1,4.75,2,13.33,3,26.59,1,10,1,6,0,0,1,3,0,0
2085,1,5,3,8.36,3,7.5,1,2,6,21.8,2,5.75,2,5,0,0,2,7.2,4,12.47,2,9.09,7,36.68
2086,2,4.9,2,8.5,1,4,2,6.22,0,0,1,3.04,2,6.962,0,0,2,7,4,15.14,5,20.13,5,22.75
2087,1,1.52,3,7.14,3,8.5,0,0,1,3,2,7.68,2,5.06,0,0,2,4.639,6,25.25,10,39.63,7,31.71
2088,3,7.58,2,6.29,2,12.632,1,5,2,9.75,5,22.04,2,4.61,3,12.065,0,0,2,7.75,2,6.95,2,15.25
2089,0,0,0,0,0,0,0,0,1,2.88,0,0,0,0,1,4,0,0,0,0,1,0.5,0,0
2090,1,3.92,0,0,0,0,1,4,0,0,0,0,0,0,1,1.5,2,9.616,0,0,1,5,1,10
2092,2,5.35,2,6.25,2,6.56,1,3,1,2,1,100,3,7.75,0,0,0,0,1,4,2,7,2,12.42
2093,3,8.6,3,7.71,3,14.59,2,11.84,1,4,0,0,4,12.79,2,7.95,1,1.4,3,11.23,3,16.69,8,31.34
2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.64,0,0,0,0,3,10.32
2095,1,1.5,4,9.35,0,0,1,5,0,0,2,7.26,1,1.5,0,0,1,11.12,1,1,1,3,2,4.875
2096,1,2,1,2.93,2,4.25,2,6.2,1,2,1,1.98,2,6.3,3,9.3,1,1.75,2,7,1,4.08,6,24.08
2097,0,0,2,6.5,1,2.88,0,0,4,9.585,0,0,1,3,1,5.88,1,3.5,4,13.81,3,10.77,4,16.13
2099,5,15.12,6,15.75,4,11.69,3,9.84,5,11.635,1,10,2,12,3,13,3,12.232,3,10.61,2,5.36,10,44.22
2100,4,9.32,3,14.54,5,14.17,3,9.5,1,1.5,0,0,0,0,1,3,0,0,7,38.535,2,7.35,6,18.39
2101,4,13.22,2,8,5,12.54,1,10,5,26.82,2,3.065,7,21.905,2,7.5,2,7,2,4.68,3,11.06,2,7.2
2102,0,0,1,6.11,1,3.04,0,0,0,0,0,0,3,7,0,0,2,4,1,10,5,19.79,0,0
2103,0,0,3,10.1,1,2.76,0,0,3,36.945,0,0,0,0,1,1.645,2,8,1,3,3,11.06,0,0
2104,1,3.68,1,4.14,1,1.52,0,0,0,0,0,0,0,0,2,8,0,0,0,0,1,2.35,1,3.06
2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,0,0,0,0,1,5,1,2.07,0,0,0,0,0,0,1,4,1,1.75,0,0,1,3,2,6
2107,1,3,0,0,1,5.06,4,15.27,0,0,1,6,2,6.34,3,11.75,1,3,2,30.205,1,3.06,4,16.95
2108,0,0,0,0,1,6,1,1.52,1,2,0,0,2,7,0,0,0,0,1,7,0,0,0,0
2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,0,0,1,5,1,3,1,1.5,0,0,1,2.99,2,23.27,2,3.78,0,0,2,5.9,1,3,2,6
2111,2,6.5,1,3,0,0,2,7.889,0,0,0,0,3,8.58,1,2.25,0,0,2,5.7,1,2.5,4,13.49
2112,6,39.58,7,20.51,5,22,3,11.92,5,14.1,1,4,1,2.5,3,10.31,5,109.42,3,12.12,2,5.2,3,11.5
2113,3,8.17,4,12.14,0,0,2,6.84,1,5,0,0,4,10.544,4,9.12,2,4.14,3,8.85,0,0,2,7.34
2114,2,5.15,5,13.36,2,8,3,34.5,3,11.27,3,8.075,3,8.04,3,9.5,5,19.48,5,108.43,2,7.06,4,14.16
2115,2,3.56,2,6,3,11.09,2,5.5,2,6.04,2,6.57,2,8,3,11.5,1,0.76,2,9,3,7.905,2,5
2116,1,3,3,21.1,0,0,1,2.25,2,4.5,0,0,2,3.5,1,1.38,0,0,0,0,1,1.5,2,43.5
2117,5,38.45,1,3.04,3,8.5,0,0,7,26.5,5,20.11,0,0,2,8,1,3,5,21.01,0,0,5,22.43
2118,2,6.2,1,3,1,1.61,4,10.5,3,12.7,5,14.59,4,11.5,1,4,3,13.25,6,14.06,6,19.06,3,11.095
2119,2,6.56,1,3,3,9.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,9.2,1,4.08
2120,3,8,5,13.195,4,104.94,3,8.2,9,27.02,2,7.81,3,10,3,9,5,18.7,5,21.75,2,3.5,5,30.04
2121,5,15.1,4,11.94,5,10.58,4,14.64,3,10.54,1,3,2,13.2,3,9.145,3,15.75,4,11.5,3,14.7,4,14.91
2122,4,7.62,3,6.02,2,6.5,3,10,1,5,2,7,2,7.75,0,0,2,6.5,5,16.56,1,2.35,5,100.75
2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,6,20.8,3,16,4,13.55,2,6,5,14.65,4,13.57,2,8,3,13,1,1.5,5,16.5,8,27.41,9,46.11
2126,3,6.5,3,7.95,3,7,9,27.34,1,2,6,25.52,5,19.72,3,9,4,18.32,5,17.5,7,20.82,6,18.65
2127,1,5,0,0,0,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2128,1,10.12,1,21,0,0,0,0,0,0,1,30,2,7,1,19.75,3,117.5,0,0,0,0,0,0
2130,2,8.12,0,0,0,0,0,0,1,2,2,6,0,0,0,0,0,0,1,2,0,0,0,0
2131,2,3.5,1,1.08,2,8,0,0,0,0,1,3.185,1,3,3,6,0,0,0,0,1,1.5,1,2
2132,0,0,1,2.07,0,0,1,5,1,3.06,1,3,0,0,3,10.5,1,5,0,0,3,8,1,3.96
2133,4,11.51,3,7.5,0,0,1,3,2,3.5,2,3.5,0,0,0,0,2,6,2,8.27,0,0,1,4
2134,3,8.07,0,0,2,4.5,0,0,3,6.925,2,25.07,2,5.66,0,0,0,0,1,5,0,0,0,0
2135,4,11.39,3,8.64,3,10.54,1,5,2,22.24,1,3,3,12,2,8,1,4,1,4,3,18.26,1,8
2136,3,14.09,3,6.06,1,5.25,1,3,0,0,2,4.72,1,2,0,0,0,0,1,3,2,7,0,0
2137,4,23,2,4.99,4,13.29,1,4.59,1,3.25,1,5.25,5,16.93,1,5,1,2.9,2,4.5,1,5,2,6
2138,0,0,3,8.095,0,0,0,0,1,5,1,15.43,3,12.8,0,0,0,0,0,0,1,4.9,1,1.5
2140,0,0,2,3.59,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,1,5,1,2
2141,2,3.16,11,24.15,4,16.46,6,43.6,2,3.57,3,12,5,13.68,4,14,2,4.5,1,5.1,4,13.115,0,0
2142,2,24.49,6,28.61,2,5.25,0,0,1,4,3,9.5,2,23.9,2,9,1,3,1,2,4,13.69,0,0
2143,1,10.08,2,10.82,1,1.5,1,3.04,1,3,1,5,1,4.5,2,4.24,1,2.4,1,3,1,6,0,0
2144,4,10.82,12,35.445,3,35.5,2,6.67,8,22.5,3,11,7,20.46,1,3,1,30,3,8.5,0,0,3,10
2145,23,62.385,18,62.01,20,50.24,11,64.14,9,32.28,15,45.13,12,29.22,12,38.64,9,25,10,30.9,12,35.32,7,35.81
2146,4,13.04,7,21.9,3,13.645,5,15.54,5,11.24,1,3,1,3.22,2,8,0,0,8,20.11,3,10.355,3,14.85
2147,15,50.06,6,12.11,5,18,10,32.875,7,27.505,12,45.01,12,34.07,13,64.75,14,94.96,13,57.505,13,49.09,8,26.5
2148,25,90.85,17,152.265,9,149.155,10,38.83,19,52.65,17,56.01,17,51.86,20,67.26,15,146.47,24,74.72,18,54.75,15,43.57
2150,2,4.145,1,2.4,0,0,0,0,2,14.08,3,22,0,0,1,2,2,20,0,0,0,0,1,3
2151,4,15.14,1,5.17,2,5.07,1,2,7,81.51,2,6.25,1,4,3,12.59,3,11,1,4.68,1,3.18,2,22
2152,5,14.01,2,7.99,0,0,1,3,2,6.5,2,5.6,0,0,2,6.54,1,4.32,3,9.615,4,14.68,0,0
2153,21,60.67,17,50.325,11,31.12,11,33.603,32,110.682,18,69.19,23,70.68,14,45.46,11,39.22,21,83.75,18,79.51,12,55.97
2154,7,19,4,14.91,5,24.78,6,17.28,11,42.75,11,42.74,6,35.085,2,6.92,9,73.64,11,35.92,27,118.33,10,43.325
2155,15,48.374,10,30.718,20,50.352,23,72.932,36,218.606,24,85.245,12,41.56,28,95.42,21,63.741,36,137.534,19,68.414,15,50.909
2156,7,32.7,6,21.18,4,12.12,3,9.56,3,44.75,4,11.62,4,20.28,11,39.31,3,20.75,4,18.78,8,48.82,4,23.94
2157,1,3.8,0,0,1,4,2,2.82,1,7,1,4,1,2.07,0,0,0,0,0,0,1,3,2,18
2158,1,2.5,3,22.6,2,30,3,11.48,5,15.73,2,9.73,0,0,1,5,4,11.75,6,24,1,4,0,0
2159,1,3.04,4,22.98,0,0,1,1.5,1,4.8,1,6,0,0,0,0,2,14.68,2,13.57,1,3,1,2
2160,3,6.44,10,27,3,10,6,18.2,3,11.5,1,3,9,25.48,2,3.5,5,20.54,3,10.25,3,10,2,4
2161,12,80.875,4,13.2,5,14.7,3,6,2,7.76,2,10,7,34.13,4,28.34,4,17.38,7,16.18,3,9.5,4,19.7
2162,10,31.19,12,38.65,5,15.72,2,9,3,15.3,5,9.71,3,11,4,10.07,9,80.46,3,9.25,2,8.65,2,4.5
2163,3,7.4,1,6,3,9.99,1,4.75,0,0,2,4.5,0,0,2,4.5,0,0,2,6.877,0,0,1,5.232
2164,10,126.54,2,13.04,6,27.5,7,200.485,4,60.5,7,79.195,4,15,4,13,9,72.75,5,30.23,1,5,7,141.69
2165,14,45.37,10,31.21,4,13.2,7,22.59,6,19.98,6,23.5,10,46.78,13,34.246,5,8.96,11,39.04,3,12.5,3,13
2166,24,72.16,22,55.35,17,46.178,11,38.33,14,34.67,12,41.26,8,25.74,8,32.5,7,75.22,15,48.67,6,24.66,4,14.25
2167,8,23.7,3,7.025,1,3,3,10.81,6,16.57,5,12.6,2,4.25,13,41.96,3,10.14,4,11.97,4,12.6,3,10.6
