Small Unit Installation Postcode,Jan 2013 - Installations Quantity,Jan 2013 - SGU Rated Output In kW,Feb 2013 - Installations Quantity,Feb 2013 - SGU Rated Output In kW,Mar 2013 - Installations Quantity,Mar 2013 - SGU Rated Output In kW,Apr 2013 - Installations Quantity,Apr 2013 - SGU Rated Output In kW,May 2013 - Installations Quantity,May 2013 - SGU Rated Output In kW,Jun 2013 - Installations Quantity,Jun 2013 - SGU Rated Output In kW,Jul 2013 - Installations Quantity,Jul 2013 - SGU Rated Output In kW,Aug 2013 - Installations Quantity,Aug 2013 - SGU Rated Output In kW,Sep 2013 - Installations Quantity,Sep 2013 - SGU Rated Output In kW,Oct 2013 - Installations Quantity,Oct 2013 - SGU Rated Output In kW,Nov 2013 - Installations Quantity,Nov 2013 - SGU Rated Output In kW,Dec 2013 - Installations Quantity,Dec 2013 - SGU Rated Output In kW
2766,9,22.91,6,13.16,6,16.54,6,16.9,1,6,2,6,5,53.145,5,17.28,5,114.75,5,83.25,2,5.5,4,114
2767,13,23.87,16,45.83,22,46.73,14,30.035,26,44.375,23,41.45,32,67.58,30,65.104,38,76.64,34,59.17,19,37.11,10,29.5
2768,12,30.69,7,17.24,6,16.5,7,20.62,11,35.74,18,52.89,18,61.65,17,63.77,14,47.386,22,74.765,10,37.07,5,16.49
2769,7,14.79,10,26.33,4,8.13,3,9.14,10,28.715,5,11.75,8,23.27,6,15.739,3,12.16,7,19.95,7,21.25,8,71.42
2770,28,70.41,14,32.37,6,16.87,8,17.47,18,52.15,20,54.67,10,25.03,17,157.04,16,49.836,18,60.83,8,41.5,12,138.715
2773,2,9.05,3,11.985,3,6.48,1,1.5,4,9.75,2,7.95,3,8,0,0,1,1.6,2,3,0,0,0,0
2774,6,20.92,8,22.6,3,4.2,7,18.42,6,18.07,5,12.9,8,26.92,7,20.9,7,23.13,3,9.5,4,14.41,3,7.5
2775,0,0,3,14.585,3,14,1,1.2,0,0,0,0,2,9.75,0,0,1,4.75,0,0,0,0,0,0
2776,4,18.7,3,11.48,0,0,1,3,1,1.52,2,6.5,0,0,0,0,1,4.9,0,0,1,15,1,1.5
2777,4,13.72,14,48.2,6,19.05,5,14.78,8,17.61,6,30.64,11,26.78,5,42.75,8,26.37,10,75.955,8,68.81,7,25.193
2778,2,3.56,2,7,4,9.08,1,1.56,3,5.22,1,2.88,1,3.36,1,3.27,0,0,2,9,0,0,1,3
2779,3,6.95,3,7.56,5,26.092,1,1.61,2,5,1,3,1,1.2,1,3.25,3,10.97,3,6.6,0,0,0,0
2780,4,12.68,7,15.635,4,11.73,4,11.47,3,7.44,2,7.06,0,0,0,0,3,8.22,6,17.21,3,10,1,3.12
2782,4,13.06,4,9.24,1,1.5,3,6,0,0,1,3,1,3,1,1.68,2,6.54,2,3.75,3,7.67,0,0
2783,3,54.68,5,11.64,3,4.23,0,0,3,13.17,2,4.78,2,2.73,0,0,0,0,1,2.4,2,6.12,0,0
2784,2,5.5,0,0,1,1.56,1,4,0,0,2,4.5,0,0,0,0,0,0,1,2,1,5,0,0
2785,1,3.36,3,7.5,2,5.005,4,11,7,13.45,4,10.29,4,18.16,0,0,0,0,1,3,0,0,1,20
2786,0,0,0,0,3,16.964,1,2.16,1,2.88,1,1.61,0,0,0,0,0,0,0,0,1,3,0,0
2787,1,4,5,20.5,6,26.84,2,6,7,33,1,17,3,9.17,5,15.905,2,7.5,4,12.344,2,9,1,5
2790,6,16.35,13,42.25,10,34.42,8,18.72,10,48.316,4,12.43,11,39.878,3,106.34,5,10.81,5,16.31,11,35.95,12,45.942
2791,1,5.06,1,2.8,1,10.08,0,0,0,0,1,3.27,0,0,0,0,1,3,0,0,0,0,0,0
2792,0,0,1,3,1,1.6,0,0,0,0,1,1.6,2,11.36,0,0,1,2,1,5,0,0,0,0
2793,5,17.4,5,22,2,7,3,9.76,2,5,2,4.5,3,10.88,1,1.2,2,5,0,0,2,5.25,0,0
2794,8,33.48,5,16.6,9,33.88,17,107.69,29,85.06,16,48.71,12,46.79,7,31.16,4,14,14,81.3,12,43.36,5,16.25
2795,30,122.725,32,118.895,48,161.89,17,47.179,42,153.515,26,114.874,21,133.058,20,78.82,25,136.592,30,184.235,29,127.07,32,139.355
2797,0,0,1,2,1,1.755,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
2798,1,5.07,2,4.32,1,3,3,6.67,3,14.848,1,3,3,22.8,2,5.25,5,14.75,3,22,0,0,1,7.848
2799,1,1.95,0,0,2,5.36,0,0,2,4.47,1,1.17,5,23.25,3,8.12,8,21.84,2,7,0,0,3,12
2800,30,100.12,25,85.9,14,58.91,24,68.429,64,217.126,50,159.788,43,151.355,55,244.966,38,193.82,33,184,56,208.898,24,114.196
2803,2,6.8,0,0,1,2.28,0,0,0,0,1,4.6,1,3,0,0,0,0,0,0,0,0,0,0
2804,5,20.395,0,0,3,9.45,2,6.9,2,6.22,5,15.2,2,7.1,10,41.5,4,12.425,5,24.5,2,5,7,28.82
2805,0,0,2,3.43,1,10.08,3,8.56,2,7.05,1,4.68,0,0,0,0,0,0,4,16.75,0,0,0,0
2806,0,0,0,0,0,0,1,5.06,2,4.14,0,0,1,3.12,2,5,1,5.25,3,13,0,0,0,0
2807,0,0,0,0,0,0,0,0,2,3.57,2,5.556,1,2,1,3,0,0,3,5.3,0,0,0,0
2808,0,0,0,0,2,4.56,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
2809,0,0,0,0,2,4.26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,4,18.2,1,5,2,3.61,7,17.82,2,9.993,2,6.74,5,14.42,2,5.84,5,24,5,16.39,1,3.5,0,0
2818,1,2,2,4,0,0,1,2,0,0,0,0,2,7.4,2,5.12,1,1.5,0,0,1,3.5,0,0
2820,5,14.16,11,38.93,9,35.07,5,20.69,9,27.42,3,5.55,3,10.7,9,36.14,1,4,2,5.2,4,30.35,6,14.405
2821,5,13.11,7,21.045,5,22.99,4,14.89,7,29.68,7,32.72,6,27.27,5,11.4,3,16.5,4,15,8,26.75,11,53.62
2823,5,20.84,1,4.9,4,8.68,2,6.38,2,3.61,1,1.98,2,6.56,1,5,3,11.2,2,15,2,6,0,0
2824,3,10.4,5,9.825,5,47.12,8,90.74,10,58.44,4,14.87,5,19.8,1,2.5,1,1.4,2,6,2,6.75,1,2
2825,4,10.2,1,3,3,5.955,1,2.09,4,11.02,2,10.45,3,16.42,5,32.58,1,3.2,1,6,5,48.5,3,53.31
2826,1,9.6,0,0,0,0,1,3.84,0,0,1,3,1,5,1,15,1,7,2,13,0,0,0,0
2827,3,5.34,7,45.4,4,16.75,0,0,2,4.86,3,9.8,1,3,3,30,2,3.2,0,0,1,10,1,1.08
2828,1,5,0,0,1,20,0,0,1,4.68,1,10.5,1,3,2,6.3,0,0,1,4.2,1,3,4,18.5
2829,0,0,1,4,1,3.25,0,0,5,20.56,1,3,4,79.06,0,0,4,63.4,6,21.75,3,11,4,17.25
2830,42,156.51,40,120.125,16,44.18,39,175.74,49,185.96,19,58.71,30,120.05,34,129.33,19,60.24,29,117.535,57,203.56,26,176.44
2831,1,3.92,2,6.61,3,8.57,6,25.1,4,14.4,0,0,2,14.08,1,2,4,18.21,7,37.5,1,5,2,7.25
2832,0,0,0,0,0,0,0,0,0,0,1,4.83,0,0,3,14.67,4,16.76,1,4.9,6,20.5,1,3
2833,0,0,0,0,1,5.3,1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0,0
2834,0,0,1,3,0,0,0,0,3,10,1,92,2,6.56,0,0,0,0,0,0,1,4,0,0
2835,3,9.52,3,8.5,2,4.56,8,30.73,5,22.62,15,109.99,7,36.68,8,35.32,2,8,3,11.45,4,15.1,1,5
2836,0,0,0,0,0,0,0,0,1,20,0,0,0,0,1,5.5,2,19.9,0,0,0,0,0,0
2839,0,0,0,0,0,0,0,0,0,0,1,9.75,0,0,0,0,0,0,0,0,1,30,2,25
2840,3,22.94,1,5,1,2.09,2,10.02,4,20.132,5,17.5,2,10.24,2,17,2,8,5,65,2,25,0,0
2842,1,3.99,1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
2843,0,0,0,0,0,0,1,1.9,1,1.92,0,0,1,1.5,0,0,1,3,0,0,1,5,1,3
2844,4,9.75,3,6.885,0,0,2,5.055,4,9,0,0,2,3.61,2,6.04,1,3,1,3,1,3,1,3
2845,1,3.12,2,7.32,1,3.12,0,0,1,3.12,1,1.68,1,4.5,0,0,3,11.9,1,3,2,8.5,1,4.75
2846,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,1,3,1,4.5,1,4,0,0,0,0
2847,1,5,0,0,3,7.04,3,11.12,4,13,3,9.5,1,2.92,1,3,1,3,2,8.5,2,9.5,4,14.25
2848,3,8.32,4,13.22,0,0,0,0,2,6.24,0,0,0,0,2,8.38,1,2,3,17.57,0,0,1,3
2849,0,0,0,0,0,0,5,39.19,2,4.5,1,4,2,8,4,11.2,5,15.14,2,4.25,0,0,0,0
2850,15,55.93,23,70.395,11,82.53,12,45.2,25,88.41,15,49.59,15,50.36,18,70.25,11,32.26,17,67.15,15,137.54,13,55.995
2852,4,14.57,5,13,3,5.53,4,12.84,2,10.25,1,2.07,2,5.85,2,4.6,0,0,1,3,6,18.47,2,7
2864,0,0,0,0,1,1.5,4,9.98,1,2,6,19.5,0,0,2,13,2,5.72,1,10,0,0,1,4
2865,2,4.68,5,33.06,3,11.92,1,3.5,0,0,2,4.56,3,4.29,1,1.5,2,8.5,1,5,0,0,3,10
2866,5,12.265,1,4,4,11.86,3,22.2,7,22.54,2,9.848,7,27.31,1,4.5,3,11,0,0,3,10.94,3,27.5
2867,0,0,1,5.06,0,0,1,3,3,7.9,0,0,0,0,0,0,0,0,2,7.5,1,5,0,0
2868,1,6.5,1,5.5,0,0,1,2.16,2,6.24,0,0,3,7.95,0,0,2,6,1,3,2,5,0,0
2869,2,7.035,4,16.52,14,36.2,5,22.04,5,10.59,1,1.61,1,5,0,0,4,12.46,2,35,0,0,2,13
2870,4,16.01,66,235.4,64,205.81,38,136.64,44,146.885,23,103.106,24,108.64,24,145.25,25,123.69,22,97.65,19,110.87,8,52.25
2871,6,18.26,8,44.36,9,27.615,12,45.97,19,73.946,7,30.61,15,83.45,12,52,10,49,10,45,8,39,8,156
2873,2,8.2,3,11,0,0,0,0,4,17.06,0,0,0,0,2,8.97,3,9,3,8.5,4,12.9,0,0
2874,0,0,0,0,0,0,2,29.33,1,4,2,3.2,2,4.6,1,3.6,1,2.07,0,0,0,0,0,0
2875,1,1.96,0,0,2,5,1,3,5,28.5,2,5,2,4.8,2,8.3,2,5.5,0,0,1,2,1,2.5
2876,2,6.9,0,0,1,3,1,5,1,5.29,0,0,1,5,1,4,0,0,0,0,0,0,2,12.5
2877,6,26.835,5,23.55,16,66.73,2,17.84,2,8.14,6,78.92,27,93.28,10,83.6,12,74.26,12,62.24,4,17,8,36.75
2878,0,0,0,0,7,22,0,0,1,5,0,0,0,0,1,3,0,0,0,0,0,0,0,0
2879,0,0,0,0,1,30.87,6,20.6,2,6.24,4,25.5,9,32.61,1,15,1,4,3,13,1,3,0,0
2880,17,43.87,15,54.22,40,336.375,51,164.62,55,248.31,55,192.59,27,86,27,135.95,23,64.13,23,92,10,132.75,12,67.75
2898,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,22,41.17,4,6.18,2,5.55,1,0.98,2,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26.335,3,11,0,0,0,0,0,0
2901,0,0,0,0,0,0,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902,5,15.65,11,46.34,3,11,9,64.51,6,27,4,24.884,13,55.945,29,111.56,27,121.09,7,41.92,1,4,2,6.5
2903,4,16.62,2,8,6,27.99,1,5,5,21.5,1,6.5,7,32.5,17,88.29,13,55.96,3,12.5,1,2.5,3,10.5
2904,3,16.75,5,24.9,3,12.25,6,28.8,5,25,1,3.84,11,43.1,22,98.375,13,63.652,2,6.66,4,15,2,8.5
2905,11,40.37,9,37.91,10,47.67,7,32.025,16,64.75,9,44.07,33,141.384,45,215.59,43,163.81,7,31.77,6,20.9,7,26.58
2906,5,22.48,6,20.095,8,34.17,7,32,10,50,8,40.18,11,44.51,27,105.955,18,103.76,7,36.5,5,21.06,4,17
2911,2,7.5,1,10,5,21.848,0,0,1,5,0,0,4,14,2,5.925,11,78,1,5.1,2,5,2,6.62
2912,1,8,4,13.4,1,5,1,6,1,3.5,1,4.5,1,5,3,11,7,27.805,1,5,0,0,0,0
2913,7,22.56,4,12.5,10,35.28,9,37.25,12,40,11,88.26,26,129.4,45,195.156,46,216.404,7,44.29,4,14.755,5,16.06
2914,7,31.24,11,41.12,9,27.07,9,32,18,67.174,6,26,27,93.3,46,175.01,29,122.97,14,52.866,7,26.454,1,2.25
3000,0,0,0,0,0,0,1,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,5,0,0,1,2.75,1,2,0,0
3003,0,0,2,7.25,0,0,0,0,2,9.6,0,0,0,0,0,0,1,27.495,1,4.5,1,3,0,0
3004,0,0,0,0,0,0,1,22.5,0,0,0,0,0,0,0,0,1,17.92,0,0,0,0,0,0
3006,0,0,0,0,1,5,0,0,0,0,1,8.25,0,0,0,0,0,0,0,0,0,0,0,0
3008,0,0,0,0,0,0,0,0,0,0,64,130.5,0,0,0,0,0,0,0,0,0,0,0,0
3011,4,15.605,3,10.73,6,18.61,2,4.875,7,24.03,2,4,3,8.54,2,6.5,4,100.75,6,22.8,6,22.58,1,2.28
3012,6,14.7,7,18.44,7,25.45,3,7.5,6,27.82,1,3,7,30.5,5,25.4,1,3,11,128.34,13,46.98,7,27.14
3013,2,3.91,9,35.35,2,4,8,23.6,1,5,4,9.31,7,50.9,2,5.74,4,10.68,9,20.94,1,3.6,1,3
3015,6,19.31,6,20.89,4,8.64,7,18.2,3,11,4,14.14,7,24.75,7,19.15,2,7,3,10.924,3,11.22,4,11.5
3016,3,10.2,3,8.64,4,11.915,4,15.1,3,12.42,3,9.02,4,15.5,6,34.88,5,19,2,12.42,6,21.86,7,31.225
3018,5,9.95,8,23.9,2,5.5,5,13.5,7,18.06,7,22.31,5,33.3,6,22.924,3,14.6,6,18.9,6,27.94,3,14.5
3019,6,25.92,4,14,3,14.5,4,16.2,6,30.1,4,14.5,4,12.22,2,21.15,1,5,2,11,0,0,1,5
3020,19,52.92,19,65,21,71.719,15,78.63,15,60.79,25,153.53,14,51.73,12,50.57,15,57.1,16,72.8,12,51.94,11,92.275
3021,29,104.065,26,98.01,33,115.815,46,165.365,20,69.19,22,76.975,30,127,9,34,16,55.81,20,70.3,15,54,19,58.29
3022,1,1.52,2,7.04,3,25.005,2,8.2,0,0,1,3,1,3,1,5,0,0,0,0,0,0,0,0
3023,39,130.65,46,147.91,39,136.5,35,117.52,37,132.136,40,137.725,30,113.88,16,53.22,21,72.585,34,121.632,44,148.85,30,130.015
3024,13,45.54,8,28.5,11,37.69,6,23.84,7,22.69,10,39,14,48.097,10,40.8,6,18.745,12,43.495,15,44.98,18,67.365
3025,6,16.7,8,34.4,3,10.4,2,3.91,0,0,3,11.76,4,10.25,3,9.5,1,4,3,8,5,16.95,3,10
3026,0,0,1,12.5,0,0,0,0,0,0,1,30,0,0,0,0,0,0,2,26,2,27,0,0
3027,3,10.52,4,16.24,3,9,2,6,2,3.85,4,19,4,13.29,2,6.5,2,6,7,26.5,4,10.6,7,31.645
3028,17,47.82,15,74.99,19,76.605,16,63.065,16,67.25,9,25.05,15,48.42,5,16,12,43.39,6,24.1,14,47.775,7,25
3029,61,192.01,64,190.225,53,154.8,61,209.6,51,139.17,41,155.655,47,147.97,28,101.38,33,136.66,56,176.565,66,227.843,69,281.095
3030,63,204.175,62,220.18,49,167.405,50,189.52,48,204.97,36,121.9,40,174.395,37,200.34,28,102.14,42,154.265,62,238.451,60,234.66
3031,3,9.75,5,15.24,2,8,2,4.75,3,11.58,3,7.5,2,5,5,11.97,3,5.54,4,31.48,5,16.15,4,11.5
3032,11,33.47,6,17.41,4,14,8,33.25,7,52.5,7,28.5,4,16.28,6,19.5,4,15,11,47.26,7,29,6,24.25
3033,5,18.195,6,20.1,9,29.5,6,17.95,6,25.17,1,2.5,4,15,10,41,3,7.9,12,42.28,4,14,3,13.1
3034,6,19.65,2,7.6,1,1.52,5,16,4,15.56,6,24,2,5,4,14,4,11.5,2,8.64,5,11.34,1,5
3036,4,9.32,3,13.2,5,18.36,3,7.55,1,2,4,34.4,3,17.75,2,8,0,0,3,9,5,21,1,4.5
3037,19,53.22,18,69.76,29,118.065,21,79.34,23,111.195,22,81,24,89.4,18,81.885,22,97.3,28,120.84,33,139.79,21,81.6
3038,11,40.4,8,30.14,14,60.84,10,28.95,14,59.15,20,76.27,13,48.27,19,82.578,9,40.67,11,46.41,22,91.635,7,31.3
3039,3,4.75,4,10.5,4,14.04,3,10.5,2,35,3,8.95,4,19.61,4,13.81,3,10,3,8.55,3,13.8,1,4
3040,4,9.62,6,25.68,5,19,7,20.47,5,42.5,8,23.54,12,33.63,6,18.1,3,10,4,15,4,10.56,6,18.424
3041,1,4,3,6.64,6,22.09,4,11.05,4,19.5,5,18.598,3,9.704,0,0,2,6.4,6,22.915,2,9.5,3,8
3042,5,18.8,4,13.1,6,15.26,8,18.51,7,21.75,8,24,3,7.75,4,10,2,8,9,31.73,11,36.66,5,13.75
3043,5,16.6,2,4.3,15,57.48,4,11.25,12,70.8,6,45.4,9,53.94,2,6,8,23.9,4,10.1,10,37.3,7,25.78
3044,3,7,4,12.75,9,25.25,3,9.25,8,43.64,6,17.42,7,21.7,10,43.74,8,31.02,10,28.06,7,24.875,7,30
3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3046,7,18.07,10,35.005,7,20.63,11,35.44,10,32.28,8,25.79,11,35.01,10,31.53,11,35.24,9,132.825,8,30,5,16.75
3047,5,15.99,6,12.52,3,9.5,9,26.7,6,39.56,5,19.36,7,78,2,34,6,25.04,9,39.5,5,13.75,3,8.5
3048,8,28.55,6,23.2,4,11.9,8,27.24,9,24.875,5,34.24,5,15.495,1,3.5,7,21.35,8,30.5,8,30.89,4,14.01
3049,5,14.5,1,4,6,23.849,7,23.92,8,32.04,3,12,4,11.308,2,9.17,2,10.035,7,22.51,1,4.5,2,8
3051,0,0,3,7.57,2,3.21,0,0,1,3,4,5.75,2,6,0,0,0,0,2,14,3,9.48,1,2.08
3052,1,2.34,0,0,0,0,1,1.5,0,0,1,1.6,0,0,1,1.5,0,0,0,0,1,1.5,1,2
3053,0,0,0,0,0,0,0,0,0,0,1,1.53,1,3.5,0,0,0,0,0,0,0,0,3,9.5
3054,0,0,1,1.71,2,3.15,1,1.56,0,0,1,1.96,2,10.5,1,4,1,2,2,5,0,0,1,4
3055,2,4.4,0,0,4,17.6,6,15.52,0,0,5,9.52,2,4.68,1,2,2,5.25,0,0,3,7.8,4,13.63
3056,1,5,1,1.75,3,10.14,4,10.66,6,31.83,1,5,9,30.61,1,3.04,8,18.02,4,9.81,3,14.06,4,11.16
3057,0,0,4,13.64,2,24.5,3,7,1,3.06,2,3.56,1,4.505,4,13.25,3,11,4,16.77,0,0,2,6.255
3058,7,15,9,48.8,19,90.36,13,41.62,9,32.16,1,2.28,9,41.8,12,47.72,10,56.25,12,40.825,11,74.12,10,31.49
3059,2,5.4,5,22.4,10,35.51,5,24,9,37.75,10,42.504,11,46.37,6,37.17,6,20.29,12,64,10,44,6,23.6
3060,3,9.6,2,4.5,3,10.9,6,21.49,2,8.04,1,2,5,16.01,4,13,3,7.5,4,14.7,5,12.25,3,15
3061,2,53,2,8.32,4,17.79,3,36.25,1,1.6,4,45.27,6,24.62,2,7.5,7,24.6,1,5,1,12,0,0
3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,1,10,1,5.06,0,0,0,0,0,0,0,0,1,5.2,0,0,0,0,0,0,0,0,0,0
3064,41,121.91,28,92.45,25,89.63,49,166.48,26,90.15,32,120.215,35,140.37,36,130.21,28,124.19,50,183.714,49,195.695,43,191.38
3065,1,3,0,0,1,4.275,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,3.5
3066,1,2.07,0,0,1,3,2,12,1,1.5,0,0,2,7,0,0,0,0,2,5.795,2,14,0,0
3067,1,1.38,1,2.64,1,5,1,1.71,1,3,1,6,0,0,0,0,0,0,0,0,1,3,0,0
3068,3,12.92,6,19.98,7,16.39,3,7.1,6,13.16,5,15.15,3,27,2,5.08,5,20.055,4,12.62,7,21.17,5,12.68
3070,6,17.2,2,7.4,5,21.95,7,18.86,7,19.78,9,23.37,8,17.55,7,25.39,10,30,9,28.75,11,31.51,7,22.15
3071,2,7.18,9,26.48,3,8.615,7,20.09,4,12.76,2,6,3,8,11,113.35,3,10,4,12.62,7,21.21,6,15.11
3072,14,40.085,9,49.035,8,21.495,6,19.8,5,18.43,8,35.53,4,15.18,6,18.95,6,22.315,10,41.18,2,8.5,11,37.305
3073,17,50.305,15,74.82,14,42.5,11,32.94,11,36.935,16,49.43,20,97.035,15,56.72,11,52.46,9,35.25,12,38.7,8,29.61
3074,9,24.5,6,18.37,9,31.3,14,50.1,12,32.96,6,20.5,11,33.1,9,32,4,16,12,74.55,7,22.75,7,22.35
3075,7,27.44,8,27.4,12,36.65,4,16.75,5,21,10,39.76,10,24.395,10,41.7,13,45.895,8,27.1,7,29.01,10,27.55
3076,17,49.63,11,35.28,16,56.3,18,60.59,13,40.73,11,50.26,9,30.74,14,49.28,8,29.8,13,42.75,20,65.99,6,19.34
3078,3,7,2,6,4,11.605,3,10.02,3,10.64,0,0,4,15.5,2,4.5,2,8,2,9,1,4,2,7.5
3079,6,18.14,5,19.77,6,22.99,2,6.52,4,13.002,4,14.5,2,9.94,3,8.552,4,11.53,7,21.922,4,9,3,10.4
3081,3,8.44,2,9.005,3,8.2,2,8.5,7,19.32,3,8.5,2,5.5,1,4,2,6.76,3,11.25,2,7,5,18.8
3082,18,54.48,13,46.46,10,28.98,18,75.52,12,40.55,17,59.85,6,20,8,33.875,13,47.05,17,50.5,13,43.84,8,23
3083,11,37.58,8,27.17,9,39.9,11,37.26,19,76.23,12,53.85,13,41.654,12,40.26,14,153.17,7,16.45,11,32.78,5,15.56
3084,9,21.33,3,13,2,20.1,10,38.25,6,60.36,0,0,4,11.045,3,13,12,37.56,7,29.825,10,34.09,6,15
3085,3,9.12,2,7.92,0,0,1,3,1,2,3,12.9,5,16.22,3,9.48,4,11.045,7,22.3,4,15.5,2,6.75
3087,2,6.8,3,8.1,3,7.54,4,11.875,0,0,1,4,1,3.33,1,5,2,7.5,2,4.75,0,0,3,7.03
3088,8,22.33,8,18.36,10,30.42,12,43.23,13,46.46,2,8.5,7,25.5,5,21,14,46.1,5,15.55,10,37.01,7,22
3089,3,11.4,7,27.14,3,4.94,2,4.24,8,43.72,3,8.35,3,9.645,4,14.6,7,24.04,6,22.12,2,7.56,3,5.35
3090,0,0,0,0,1,4.32,0,0,1,5.28,0,0,4,23.75,2,10.41,1,4,0,0,0,0,1,9
3091,2,6,0,0,1,2,0,0,0,0,1,2,0,0,1,4.5,2,8.5,0,0,1,10,0,0
3093,0,0,1,2.6,1,8,1,1.6,3,10,0,0,4,17.905,2,12.5,1,5,1,5,1,10,1,2
3094,2,5.8,0,0,4,11.89,1,2.64,3,5.145,5,15.08,1,5,2,7.23,4,14,3,12,3,7,3,9
3095,6,21.5,8,28.2,6,23.48,13,52.94,10,37.23,2,6.5,7,22.64,5,20,7,33.39,7,29.5,5,26.5,8,33.1
3096,0,0,0,0,0,0,0,0,1,1.75,1,1.965,0,0,0,0,1,4.5,2,5,2,8,1,1.75
3097,0,0,1,4.5,1,4.5,0,0,1,10.64,0,0,1,4.5,2,6.5,1,3.78,0,0,5,21.96,0,0
3099,1,9.75,2,8.55,2,9.5,2,6.54,3,14.5,2,5.1,1,4,2,5.79,4,14.94,5,23.18,4,13.67,4,16.6
3101,2,8.26,3,20.765,3,16.42,4,11.545,4,16.8,3,8.1,1,26.5,5,30.66,5,18.75,4,14.475,8,34.96,7,29.285
3102,1,3.2,1,1.5,2,7.07,0,0,1,4.5,2,6,0,0,0,0,1,1.5,1,5,0,0,1,4
3103,4,12.92,1,2,0,0,0,0,0,0,5,19.6,3,9.75,8,41,6,31,3,21.75,2,5.4,11,33.665
3104,1,1.61,4,12.57,2,10,4,24.23,8,34.5,5,16,3,10.14,2,9.5,8,30.85,8,42.156,5,23.395,2,8.375
3105,0,0,2,8.29,3,11,3,8.07,6,26.14,2,9,3,12.07,3,12.5,2,7.4,2,12.98,1,1.75,0,0
3106,5,13.88,4,14.07,2,6,7,37.46,6,21.5,4,15,4,21.088,7,52,7,29.724,7,31,6,23.8,4,17.4
3107,3,8.81,4,12.52,3,8.65,1,1.5,2,8,2,10,2,8.12,5,16,3,14,4,10.9,5,15.25,2,7
3108,6,10.8,3,7.7,8,27.82,3,7.37,4,16.06,1,4,6,19.75,4,17.5,4,10.04,1,5,5,15.25,6,22.25
3109,4,20,5,23.72,6,20.84,9,24.12,8,25.5,6,22.54,5,15,10,44.105,5,23.62,7,23.5,5,24.259,7,25.4
3111,2,7.44,5,13.94,7,24,4,12.28,4,13,4,13.5,4,26.5,3,17.5,6,22.015,5,24.25,3,13.935,3,15.1
3113,2,8.66,4,14.8,1,9,4,12.58,3,12.07,4,22.34,5,21.982,4,19.25,1,2,4,25,6,22.19,5,17.18
3114,0,0,0,0,3,8,1,4.5,0,0,2,19.52,1,2.73,3,19.49,1,4,0,0,0,0,2,9.83
3115,1,4,3,7.12,1,2,0,0,2,6,2,14,2,6.1,0,0,2,7.5,3,21.46,1,4.5,0,0
3116,7,17.8,1,4.68,4,14.44,0,0,6,20.51,7,20.89,4,12.45,4,14.78,5,19.09,9,34.79,5,9.6,7,24.49
3121,2,7.5,6,21.56,3,5.04,3,10.79,4,13.23,4,13.93,3,18.352,4,13.2,4,15.42,4,15.8,2,6.72,0,0
3122,2,9.21,0,0,2,4,3,11.2,4,13.2,4,15.924,2,11.83,3,11.178,2,7.764,0,0,5,15.31,5,20.745
3123,0,0,2,6.07,2,7.2,1,1.6,3,14,5,27.12,1,5,0,0,3,14.74,2,8.25,2,10.44,4,13.3
3124,4,12.76,3,6.695,1,2,8,38.179,3,12.86,6,26.73,5,18.42,4,14.5,1,3.48,4,12.75,2,8,3,11
3125,1,2.4,4,12,4,9.93,5,9.27,1,2,3,6.9,5,18.78,4,13.535,1,2,5,18.13,4,16.12,5,17.5
3126,1,2,0,0,0,0,1,3.12,1,1.4,1,3,2,9.57,1,5,2,14.25,1,3.97,0,0,0,0
3127,5,14.1,2,6,1,2.88,4,13.195,3,14.748,2,5.88,5,12.65,6,22.8,2,6.5,4,13.75,4,22,5,17.68
3128,5,18.58,4,8.48,1,4,1,3.2,3,74.5,4,10.5,4,14.42,1,2,2,4.2,2,8,5,23.16,2,8
3129,7,19.6,5,16.25,5,18.56,2,7.905,0,0,3,7.55,5,17.25,6,14.58,5,11.04,2,6,4,10.87,2,4
3130,9,23.86,5,14.87,10,33.94,6,18.8,4,10.06,6,19.84,7,27.465,13,32.43,11,43.7,11,35.226,10,90.26,10,30.9
3131,7,19.82,5,14.9,7,29.8,4,13.4,7,26.08,5,34.5,4,18.11,5,19.56,3,9.14,4,12.45,6,23.48,6,24.6
